citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
34 FR 1301, ,"","","",Presidential Document,Executive Order,01/28/1969,1969-01-24,"",Establishing the Cabinet Committee on Economic Policy,"Revoked by: EO 11702, January 25, 1973",11453,""
34 FR 1935, ,"","","",Presidential Document,Executive Order,02/11/1969,1969-02-07,"","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations","",11454,""
34 FR 2299, ,"","","",Presidential Document,Executive Order,02/18/1969,1969-02-14,"",Establishing an Office of Intergovernmental Relations,"Supersedes: EO 11426, August 31, 1968
Revoked by: EO 11690, December 14, 1972",11455,""
34 FR 4937, ,"","","",Presidential Document,Executive Order,03/07/1969,1969-03-05,"",Prescribing arrangements for developing and coordinating a national program for minority business enterprise,"Superseded by: EO 11625, October 13, 1971
See: EO 11007, February 26, 1962",11458,""
34 FR 5983, ,"","","",Presidential Document,Executive Order,04/02/1969,1969-03-28,"","Providing for the closing of Government departments and agencies on March 31, 1969, and for the granting of administrative leave on March 28, 1969","",11462,""
34 FR 6029, ,"","","",Presidential Document,Executive Order,04/03/1969,1969-04-01,"",Placing an additional position in level V of the Federal Executive Salary Schedule,"Amends: EO 11248, October 10, 1965",11463,""
34 FR 6233, ,"","","",Presidential Document,Executive Order,04/08/1969,1969-04-03,"",Modifying rates of interest equalization tax,"Amends: EO 11368, August 28, 1967
Amended by: EO 11754, December 26, 1973;       EO 11766, January 29, 1974",11464,""
34 FR 6415, ,"","","",Presidential Document,Executive Order,04/12/1969,1969-04-10,"","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Internal Security, House of Representatives","",11465,""
34 FR 6727, ,"","","",Presidential Document,Executive Order,04/22/1969,1969-04-18,"",Administration of certain jointly funded projects,"Superseded by: EO 11867, June 19, 1975",11466,""
34 FR 7641, ,"","","",Presidential Document,Executive Order,05/14/1969,1969-05-10,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965",11468,""
34 FR 12937, ,"","","",Presidential Document,Executive Order,08/09/1969,1969-08-07,"",Authorizing the Atomic Energy Commission to make certain awards without the approval of the President,"Amended by: EO 12038, February 3, 1978",11477,""
34 FR 14271, ,"","","",Presidential Document,Executive Order,09/11/1969,1969-09-08,"",The Honorable Everett McKinley Dirksen,"See: Proc. 3044, March 1, 1954",11479,""
34 FR 14273, ,"","","",Presidential Document,Executive Order,09/11/1969,1969-09-09,"",The President's Committee on Employment of the Handicapped,"Supersedes: EO 10994, February 14,       1962; EO 11018, April 27, 1962
Amended by: EO 12106, December 28, 1978;       EO 12608, September 9, 1987
Superseded by: EO 12640, May 10, 1988",11480,""
34 FR 14277, ,"","","",Presidential Document,Executive Order,09/11/1969,1969-09-10,"",The Honorable Everett McKinley Dirksen,"",11481,""
34 FR 14723, ,"","","",Presidential Document,Executive Order,09/24/1969,1969-09-22,"",Establishing a Construction Industry Collective Bargaining Commission,"Revoked by: EO 12110, December 28, 1978",11482,""
34 FR 15411, ,"","","",Presidential Document,Executive Order,10/03/1969,1969-10-01,"",Supervision and control of the National Guard of the District of Columbia,"Supersedes: EO 10030, January 26, 1949",11485,""
34 FR 17567, ,"","","",Presidential Document,Executive Order,10/30/1969,1969-10-28,"",Assigning emergency preparedness functions to Federal departments and agencies,"Revokes: Defense Mobilization Orders IV-2 of December 11, 1953, and I-12       of October 5, 1954; EO 10312, December 10,       1951; EO 10346, April 17, 1952; EO       10997, February 16, 1962; EO 10998,       February 16, 1962; EO 10999, February       16, 1962; EO 11000, February 16, 1962; EO       11001, February 16, 1962; EO 11002, February       16, 1962; EO 11003, February 16, 1962; EO       10004, February 16, 1962; EO 11005, February       16, 1962; EO 11087, February 26, 1963; EO       11088, February 26, 1963; EO 11089, February       26, 1963; EO 11090, Feb 26, 1963; EO       11091, February 26, 1963, EO 11092, February       26, 1963; EO 11093, February 26, 1993; EO       11094, February 26, 1993; EO 11095, February       26, 1963; EO 11310, October 11, 1966
Amended by: EO 11522, April 6, 1970; EO       11556, September 4, 1970; EO 11746, November       7, 1973; EO 11921, June 11, 1976; EO       11953, January 7, 1977; EO 12038, February       3, 1978; EO 12046, March 27, 1978; EO       12107, December 28, 1978; EO 12148, July       20, 1979; EO 12608, September 9, 1987
Revoked by: EO 12656, November 18, 1988
See: EO 11725, June 27, 1973; EO       12657, November 18, 1988",11490,""
34 FR 17721, ,"","","",Presidential Document,Executive Order,11/01/1969,1969-10-30,"",Amending Executive Order No. 11398 with respect to the Citizens Advisory Committee on Physical Fitness and Sports,"Amends: EO 11398, March 4, 1968
Revoked by: EO 11562, September 25, 1970",11492,""
34 FR 19019, ,"","","",Presidential Document,Executive Order,11/29/1969,1969-11-26,"",Amending the Selective Service regulations to prescribe random selection,"Amends: EO 10001, September 17, 1948; EO       10202, January 12, 1951; EO 10292, September       25, 1951; EO 10659, February 15, 1956; EO       10735, October 17, 1957; EO 10984,       January 5, 1962; EO 11098, March 14, 1963;       EO 11119, September 10, 1963; EO       11241, August 26, 1965; EO 11360, June       30, 1967
Amended by: EO 11527, April 23, 1970; EO       11537, June 16, 1970; EO 11563, September       26, 1970; EO 11606, July 10, 1971
Revoked by: EO 12553, February 25, 1986
See: Proc. 3945, November 26, 1969; Proc. 3989, June 16, 1970",11497,""
34 FR 19125, ,"","","",Presidential Document,Executive Order,12/03/1969,1969-12-01,"",Delegating to the Secretary of Defense the authority to approve regulations governing the early discharge of enlisted members,"",11498,""
34 FR 19645, ,"","","",Presidential Document,Executive Order,12/13/1969,1969-12-11,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965",11499,""
34 FR 20169, ,"","","",Presidential Document,Executive Order,12/24/1969,1969-12-22,"",Administration of foreign military sales,"Amended by: EO 11685, September 25, 1972
Revoked by: EO 11958, January 18, 1977       [Except that rules, regulations, etc., issued under EO       11501 and consistent with EO 11958,       shall continue in full force and effect until amended, modified, or terminated       by appropriate authority]",11501,""
35 FR 579, ,"","","",Presidential Document,Executive Order,01/16/1970,1970-01-14,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965",11504,""
35 FR 2857, ,"","","",Presidential Document,Executive Order,02/12/1970,1970-02-11,"",Establishing the President's Advisory Council on Management Improvement,"Revokes: EO 11353, May 23, 1967; EO       11418, July 27, 1968
Nullified by Pub. L. 92-463 (86 Stat. 770)",11509,""
35 FR 3105, ,"","","",Presidential Document,Executive Order,02/18/1970,1970-02-16,"","Amending Executive Order No. 11248, placing certain positions in level IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965",11510,""
35 FR 4939, ,"","","",Presidential Document,Executive Order,03/21/1970,1970-03-20,"",Providing for the increased representation of the interests of small business concerns before departments and agencies of the United States Government,"",11518,""
35 FR 5003, ,"","","",Presidential Document,Executive Order,03/24/1970,1970-03-23,"",Calling into service members and units of the National Guard,"",11519,""
35 FR 5171, ,"","","",Presidential Document,Executive Order,03/27/1970,1970-03-25,"","Amending Executive Order No. 11407, relating to the Presidential Service Certificate and the Presidential Service Badge","Amends: EO 11407, April 23, 1968
See: EO 11174, September 1, 1964",11520,""
35 FR 5659, ,"","","",Presidential Document,Executive Order,04/08/1970,1970-04-06,"",Assigning emergency preparedness functions to the United States Information Agency,"Amends: EO 11490, October 28, 1969
Superseded by: EO 11921, June 11, 1976",11522,""
35 FR 6569, ,"","","",Presidential Document,Executive Order,04/24/1970,1970-04-22,"",Establishing the National Council on Federal Disaster Assistance,"Superseded by: EO 11749, December 10, 1973
See: EO 11725, June 27, 1973",11526,""
35 FR 6697, ,"","","",Presidential Document,Executive Order,04/28/1970,1970-04-24,"",Terminating obsolete bodies established by Executive order,"Revokes: EO 10302, November 2, 1951; EO       10940, May 11, 1961",11529,""
35 FR 8629, ,"","","",Presidential Document,Executive Order,06/04/1970,1970-06-02,"",Establishing the Interdepartmental Committee for (the) Voluntary Payroll Savings Plan for the Purchase of United States Savings Bonds,"Supersedes: EO 10626, August 4, 1955
Superseded by: EO 11981, March 29,       1977",11532,""
35 FR 8799, ,"","","",Presidential Document,Executive Order,06/06/1970,1970-06-04,"",Administration of the Export Administration Act of 1969,"Amended by: EO 11907, March 1, 1976
Review Board continued by: EO 11683, August       29, 1972; EO 11798, August 14, 1974;       EO 11818, November 5, 1974; EO       11940, September 30, 1976; EO 12202, July       7, 1977; EO 12755 of Mae. 12, 1991; EO       12981, December 5, 1995
Revoked by: EO 12002, July 7, 1977
See: EO 10945, May 24, 1961; EO       11677, August 1, 1972; EO 11796,       July 30, 1974; EO 11810, September 30,       1974; EO 11940, September 30, 1976",11533,""
35 FR 8865, ,"","","",Presidential Document,Executive Order,06/09/1970,1970-06-04,"",Establishing the National Council on Organized Crime,"Revoked by: EO 12110, December 28, 1978",11534,""
35 FR 9911, ,"","","",Presidential Document,Executive Order,06/17/1970,1970-06-13,"",Establishing the President's Commission on Campus Unrest,"The Commission submitted its final report to the President on September 26, 1970, and terminated 30 days later.",11536,""
35 FR 10645, ,"","","",Presidential Document,Executive Order,07/01/1970,1970-06-29,"",Delegating to the Secretary of Transportation the authority of the President to establish and conduct an International Aeronautical Exposition,"",11538,""
35 FR 10733, ,"","","",Presidential Document,Executive Order,07/02/1970,1970-06-30,"",Delegations of authority to negotiate agreements and issue regulations limiting imports of certain meats,"Amended by: EO 12188, January 2, 1980",11539,""
35 FR 10735, ,"","","",Presidential Document,Executive Order,07/02/1970,1970-07-01,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965
Amended by: EO 11715, April 24, 1973
Revoked by: EO 11708 of March 23, 1973",11540,""
35 FR 10737, ,"","","",Presidential Document,Executive Order,07/02/1970,1970-07-01,"",Prescribing the duties of the Office of Management and Budget and the Domestic Council in the Executive Office of the President,"Amended by: EO 12013, October 7,       1977; EO 12027, December 5, 1977; EO       12318, August 21, 1981
Terminates committees in: EO 11452,       May 29, 1969; EO 11493, November 13,       1969
Superseded in part by: EO 11609, July 22,       1971; EO 11713, April 21, 1973; EO       11717, May 9, 1973",11541,""
35 FR 11221, ,"","","",Presidential Document,Executive Order,07/14/1970,1970-07-10,"",Amending Executive Order No. 11330 with respect to membership and chairmanship,"Amends EO 11330, March 5, 1967
Revoked by: EO 12379, August 17, 1982",11547,""
35 FR 12191, ,"","","",Presidential Document,Executive Order,07/30/1970,1970-07-28,"","Revoking Executive Order No. 10361 of June 11, 1952, establishing the Whittier Defensive Sea Area, Alaska","Revokes: EO 10361, June 11, 1952",11549,""
35 FR 12885, ,"","","",Presidential Document,Executive Order,08/14/1970,1970-08-11,"",Amending Executive Order No. 11399 with respect to the membership of the National Council on Indian Opportunity,"Amends: EO 11399, March 6, 1968
Council terminated November 26, 1974, under Pub. L. 91-125 (83 Stat. 220, 25 U.S.C. note prec. 1)",11551,""
35 FR 13719, ,"","","",Presidential Document,Executive Order,08/28/1970,1970-08-26,"",Amending the Selective Service regulations,"Amends: EO 10001, September 17, 1948; EO       10008, October 18, 1948; EO 10292, September       25, 1951; EO 11098, March 14, 1963
Revoked by: EO 12553, February 25, 1986",11553,""
35 FR 14189, ,"","","",Presidential Document,Executive Order,09/09/1970,1970-08-29,"","Suspending the provisions of section 5707(c) of title 10, United States Code, which relate to the establishment of a maximum percentage of Navy officers who may be recommended for promotion from below the appropriate promotion zone","Amended by: EO 11684, August 30, 1972; EO       11799, August 17, 1974; EO 11925, June       29, 1976
Revoked by: EO 12082, September 19, 1978
See Pub. L. 96-412 (90 Stat. 1255; 50 U.S.C. 1601)",11554,""
35 FR 14683, ,"","","",Presidential Document,Executive Order,09/22/1970,1970-09-18,"",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,"Revoked by: EO 12553, February 25, 1986",11558,""
35 FR 14899, ,"","","",Presidential Document,Executive Order,09/25/1970,1970-09-23,"",Amending Executive Order No. 11508 with respect to the membership of the Property Review Board,"Amends: EO 11508, February 10, 1970
Superseded by: EO 11724, June 25, 1973",11560,""
35 FR 14981, ,"","","",Presidential Document,Executive Order,09/26/1970,1970-09-25,"",Delegation of certain authority under Title VIII of the Economic Opportunity Act,"Amended by: EO 12107, December 28, 1978;       EO 12608, September 9, 1987",11561,""
35 FR 15063, ,"","","",Presidential Document,Executive Order,09/29/1970,1970-09-25,"",Developing and coordinating a national program for physical fitness and sports,"Amended by: EO 11945, October 25, 1976;       EO 12098, November 14, 1978
Revokes: EO 11398, March 4, 1968; EO       11492, October 30, 1969
Revoked by: EO 12345, February 2, 1982
See: EO 10830, July 24, 1959; EO       11827, January 4, 1975; EO 11948, December       20, 1976, EO 12110; December 28, 1978; EO       12258, December 31, 1980",11562,""
35 FR 15435, ,"","","",Presidential Document,Executive Order,10/03/1970,1970-09-26,"",Amending the Selective Service regulations,"Amends: EO 10001, September 17, 1948; EO       10202, January 12, 1951; EO 10292, September       25, 1951; EO 10659, February 15, 1956; EO       10735, October 17, 1957; EO 10984,       January 5, 1962; EO 11098, March 14, 1963;       EO 11119, September 10, 1963; EO       11241, August 26, 1965; EO 11360, June       30, 1967; EO 11497, November 26, 1969;       EO 11537, June 16, 1970
Revoked by: EO 12553, February 25, 1986",11563,""
35 FR 15801, ,"","","",Presidential Document,Executive Order,10/08/1970,1970-10-06,"",Transfer of certain programs and activities to the Secretary of Commerce,See: Reorganization Plan No. 4 of 1970,11564,""
35 FR 17701, ,"","","",Presidential Document,Executive Order,11/18/1970,1970-11-16,"","Prescribing the compensation of certain officials in the Bureau of Domestic Commerce, Department of Commerce","Superseded by: EO 11759, January 15,       1974",11567,""
35 FR 17703, ,"","","",Presidential Document,Executive Order,11/18/1970,1970-11-16,"",Exempting A. Everette MacIntyre from compulsory retirement for age,"See: EO 11642, February 1, 1972",11568,""
35 FR 18183, ,"","","",Presidential Document,Executive Order,11/28/1970,1970-11-24,"",Providing for the regulation of conduct for the Postal Rate Commission and its employees,"Amended by: EO 12107, December 28, 1978
See: EO 11222, May 8, 1965",11570,""
35 FR 18717, ,"","","",Presidential Document,Executive Order,12/10/1970,1970-12-08,"","Modifying Executive Order No. 6868 of October 9, 1934, as amended, designating the authority to carry out the provisions of the District of Columbia Alley Dwelling Act","Amends: EO 6868, October 6, 1934
Nullified by Pub. L. 93-198 (87 Stat. 779)
See: EO 7784-A, January 5, 1938; EO       8033, January 11, 1939; EO 9344, May 21,       1943; EO 9916, December 31, 1947; EO       10128, June 2, 1950; EO 11401, March 13,       1968",11571,""
35 FR 19323, ,"","","",Presidential Document,Executive Order,12/22/1970,1970-12-21,"","Excusing Federal employees from duty for one-half day on December 24, 1970","See: EO 10358, June 9, 1952",11573,""
36 FR 347, ,"","","",Presidential Document,Executive Order,01/12/1971,1971-01-08,"",Adjusting rates of pay for certain statutory pay systems,"Superseded by: EO 11811, October 7,      1974",11576,""
36 FR 349, ,"","","",Presidential Document,Executive Order,01/12/1971,1971-01-08,"",Adjusting the rates of monthly basic pay for members of the Uniformed Services,"Superseded by: EO 11812, October 7,      1974",11577,""
36 FR 683, ,"","","",Presidential Document,Executive Order,01/16/1971,1971-01-13,"",Establishment of the Ohio River Basin Commission,"Amended by: EO 11882, October 6, 1975; EO      12038, February 3, 1978; EO 12148, July      20, 1979
Revoked by: EO 12319, September 9,      1981, effective October 1, 1981",11578,""
36 FR 969, ,"","","",Presidential Document,Executive Order,01/21/1971,1971-01-19,"",Overseas Private Investment Corporation,"Amends: EO 10973, November 3, 1961
Amended by: EO 12107, December 28, 1978
Revoked in part by: EO 12163, September      29, 1979",11579,""
36 FR 1027, ,"","","",Presidential Document,Executive Order,01/22/1971,1971-01-20,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965 (which      was revoked by EO 11708, March 23, 1973)",11581,""
36 FR 4973, ,"","","",Presidential Document,Executive Order,03/16/1971,1971-03-15,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965 (which      was revoked by EO 11708, March 23, 1973)",11587,""
36 FR 6339, ,"","","",Presidential Document,Executive Order,04/03/1971,1971-03-29,"",Providing for the stabilization of wages and prices in the construction industry,"Amended by: EO 11627, October 15, 1971
Revoked in part by: EO 11640, January 26,      1972
Superseded by: EO 11695, January 11, 1973
Revoked by: EO 11788, June 18, 1974
See: Proc. 4040, March 29, 1971; EO 11781,      May 1, 1974",11588,""
36 FR 7831, ,"","","",Presidential Document,Executive Order,04/27/1971,1971-04-23,"",Applicability of Executive Order No. 11222 and Executive Order 11478 to the United States Postal Service and of Executive Order No. 11478 to the Postal Rate Commission,"Amends: EO 11222, May 8, 1965; EO      11478, August 8, 1969",11590,""
36 FR 7833, ,"","","",Presidential Document,Executive Order,04/27/1971,1971-04-23,"",Amending Executive Order No. 11157 as it relates to basic allowances for quarters for members with dependents,"Amends: EO 11157, June 22, 1964",11591,""
36 FR 8555, ,"","","",Presidential Document,Executive Order,05/08/1971,1971-05-06,"",Delegating certain authority of the President to the Director of the Office of Management and Budget,"",11592,""
36 FR 8995, ,"","","",Presidential Document,Executive Order,05/18/1971,1971-05-17,"",Providing for the use of transportation priorities and allocations during the current railroad strike,"See: EO 10480, August 14, 1953",11594,""
36 FR 11079, ,"","","",Presidential Document,Executive Order,06/09/1971,1971-06-05,"","Designating the Customs Cooperation Council as a public international organization entitled to enjoy certain privileges, exemptions, and immunities","",11596,""
36 FR 11501, ,"","","",Presidential Document,Executive Order,06/15/1971,1971-06-11,"",Amendment to Executive Order No. 11513 increasing the membership of the President's Commission on School Finance,"Amends: EO 11513, March 3, 1970",11597,""
36 FR 11711, ,"","","",Presidential Document,Executive Order,06/18/1971,1971-06-16,"",To provide for the listing of certain job vacancies by Federal agencies and Government contractors and subcontractors,"Superseded by: EO 11701, January 24, 1973",11598,""
36 FR 12471, ,"","","",Presidential Document,Executive Order,07/01/1971,1971-06-29,"",Establishing a seal for the Office of Management and Budget,"",11600,""
36 FR 12473, ,"","","",Presidential Document,Executive Order,07/01/1971,1971-06-29,"","Amending Executive Order No. 11390, providing for the delegation of certain functions of the President to the Secretary of Defense","Amends: EO 11390, January 22, 1968",11601,""
36 FR 12475, ,"","","",Presidential Document,Executive Order,07/01/1971,1971-06-29,"","Providing for administration of the Clean Air Act with respect to Federal contracts, grants, or loans","Superseded by: EO 11738, September 10, 1973",11602,""
36 FR 12727, ,"","","",Presidential Document,Executive Order,07/07/1971,1971-07-02,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal executive salary schedule","Amends: EO 11248, October 10, 1965 (which      was revoked by EO 11708, March 23, 1973)",11604,""
36 FR 13747, ,"","","",Presidential Document,Executive Order,07/24/1971,1971-07-22,"",Delegating certain functions vested in the President to other officers of the Government,"Amends: EO 11302, September 6, 1966
Supersedes: EO 10604, April 22, 1955; EO      11230, June 28, 1965; EO 11275, March      31, 1966; EO 11290, July 21, 1966
Supersedes in part: EO 11294, August 4,      1966; EO 11541, July 1, 1970
Amended by: EO 11713, April 21, 1973; EO      11779, April 19, 1974; EO 12107, December      28, 1978; EO 12215, May 27, 1980; EO      12466, February 27, 1974; EO 12522, June      24, 1985; EO 12608, September 9, 1987; EO      12822, November 16, 1992
See: EO 11429, September 9, 1968",11609,""
36 FR 13755, ,"","","",Presidential Document,Executive Order,07/24/1971,1971-07-22,"",Further amending Executive Order 10789 authorizing agencies of the Government to exercise certain contracting authority in connection with national defense functions and prescribing regulations governing the exercise of such authority,"Amends: EO 10789, November 14, 1958
See: EO 11051, September 27, 1962; EO      11382, November 28, 1967; Pub. L. 94-412 (90 Stat. 1255, 50 U.S.C. 1601)",11610,""
36 FR 17319, ,"","","",Presidential Document,Executive Order,08/28/1971,1971-08-26,"","Amending Executive Order No. 11491, relating to labor-management relations in the Federal service","Amends: EO 11491, October 29, 1969
Amended by: EO 12107, December 28, 1978
See: EO 11901, January 30, 1976",11616,""
36 FR 19063, ,"","","",Presidential Document,Executive Order,09/28/1971,1971-09-25,"",The Honorable Hugo L. Black,"",11620,""
36 FR 19963, ,"","","",Presidential Document,Executive Order,10/14/1971,1971-10-12,"",Delegating to the Director of Selective Service authority to issue rules and regulations under the Military Selective Service Act,"Amended by: EO 12608, September 9, 1987; EO 13286, February 28, 2003",11623,""
36 FR 20139, ,"","","",Presidential Document,Executive Order,10/16/1971,1971-10-15,"",Further providing for the stabilization of the economy,"Amends: EO 11588, August 15, 1971
Supersedes: EO 11615, August 15, 1971; EO 11617, September 2, 1971
Amended by: EO 11630, October 30, 1971; EO 11632, November 22, 1971
Superseded by: EO 11640, January 26, 1972
Revoked by: EO 11788, June 18, 1974
See: EO 11639, January 11, 1972; EO      11660, March 23, 1972; EO 11695, January      11, 1973; EO 11781, May 1, 1974; EO      11695, January 11, 1973",11627,""
36 FR 20285, ,"","","",Presidential Document,Executive Order,10/20/1971,1971-10-18,"",Establishing a seal for the Environmental Protection Agency,"",11628,""
36 FR 20647, ,"","","",Presidential Document,Executive Order,10/28/1971,1971-10-26,"",Delegation of authority to the Secretary of State to perform the function vested in the President by article IV of the Convention Between the United States of America and Mexico for the Protection of Migratory Birds and Game Mammals (50 Stat. 1311; TS 912),"",11629,""
36 FR 21023, ,"","","",Presidential Document,Executive Order,11/03/1971,1971-10-30,"","Amending Executive Order No. 11627 of October 15, 1971, further providing for the stabilization of the economy","Amends: EO 11627, October 15, 1971
Superseded by: EO 11640, January 26, 1972",11630,""
36 FR 22221, ,"","","",Presidential Document,Executive Order,11/23/1971,1971-11-22,"","Amending Executive Order No. 11627 of October 15, 1971, further providing for the stabilization of the economy","Amends: EO 11627, October 15, 1971
Superseded by: EO 11640, January 26, 1972",11632,""
36 FR 32197, ,"","","",Presidential Document,Executive Order,12/07/1971,1971-12-03,"","Security clearance program for United States citizens employed directly by the North Atlantic Treaty Organization, the South-East Asia Treaty Organization, and the Central Treaty Organization","See: EO 10865, February 20, 1960",11633,""
36 FR 23287, ,"","","",Presidential Document,Executive Order,12/08/1971,1971-12-06,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary Schedule","Amends: EO 11248, October 10, 1965 (which      was revoked by EO 11708, March 23, 1973)",11634,""
36 FR 24911, ,"","","",Presidential Document,Executive Order,12/24/1971,1971-12-22,"",Adjusting rates of pay for certain statutory pay systems,"Superseded by: EO 11811, October 7,      1974",11637,""
36 FR 24913, ,"","","",Presidential Document,Executive Order,12/24/1971,1971-12-22,"",Adjusting the rates of monthly basic pay for members of the Uniformed Services,"Superseded by: EO 11812, October 7,      1974",11638,""
37 FR 521, ,"","","",Presidential Document,Executive Order,01/13/1972,1972-01-11,"",Providing for pay adjustments for Federal prevailing rate systems,"Amended by: EO 12107, December 28, 1978
See: EO 11627, October 15, 1971; EO      11640, January 26, 1972",11639,""
37 FR 1213, ,"","","",Presidential Document,Executive Order,01/27/1972,1972-01-26,"",Further providing for the stabilization of the economy,"Revokes: EO 11588, March 29, 1971
Supersedes: EO 11627, October 15, 1971;      EO 11630, October 30, 1971; EO      11632, November 22, 1971
Amended by: EO 11660, March 23, 1972; EO 11674, June 29, 1972
Superseded by: EO 11695, January 11, 1973
Revoked by: EO 11788, June 18, 1974
See: EO 11615, August 15, 1971; EO      11639, January 11, 1972",11640,""
37 FR 2875, ,"","","",Presidential Document,Executive Order,02/09/1972,1972-02-08,"",Environmental safeguards on activities for animal damage control on Federal lands,"Amended by: EO 11870, July 18, 1975; EO      11917, May 28, 1976
Revoked by: EO 12342, January 27, 1982",11643,""
37 FR 2923, ,"","","",Presidential Document,Executive Order,02/10/1972,1972-02-08,"",Authority of the Secretary of Transportation to prescribe certain regulations relating to Coast Guard housing,"Amended by: EO 13286, February 28, 2003",11645,""
37 FR 3623, ,"","","",Presidential Document,Executive Order,02/18/1972,1972-02-16,"",Amendment of Executive Order No. 11183 which established the President's Commission on White House Fellowships,"Amends: EO 11183, October 3, 1964
Amended by: EO 12107, December 28, 1978
See: EO 11410, May 6, 1968; EO      12012, October 3, 1977",11648,""
37 FR 3739, ,"","","",Presidential Document,Executive Order,02/19/1972,1972-02-16,"",Inspection by certain classes of persons and State and Federal Government establishments of returns made in respect of certain taxes imposed by the Internal Revenue Code of 1954,"Revoked by: EO 12553, February 25, 1986",11650,""
37 FR 4699, ,"","","",Presidential Document,Executive Order,03/04/1972,1972-03-03,"",Textile Trade Agreements,"Supersedes: EO 11052, September 28, 1962;      EO 11214, April 7, 1965
Amended by: EO 11951, January 6, 1977;      EO 12188, January 2, 1980
Supplemented by: EO 12475, May 9, 1984
See: Proclamation 7746 of December 30, 2003; Proclamation 7747 of December 30, 2003; Proclamation 7987 of February 28, 2006 (71 FR 10827); Proclamation 8039 of July 27, 2006 (71 FR 43635)",11651,""
37 FR 5209, ,"","","",Presidential Document,Executive Order,03/10/1972,1972-03-08,"",Classification and declassification of national security information and material,"Revokes: EO 10501, November 5,      1953
Amended by: EO 11714, April 24, 1973; EO      11862, June 11, 1975; EO 12038, February      3, 1978
Revoked by: EO 12065, June 28, 1978
See: EO 11905, February 18, 1976; EO      11932, August 4, 1976; EO 10901,      January 9, 1961; Directive of May 17, 1972 (37 FR 10053); Directive of July      30, 1976 (41 FR 32693)",11652,""
37 FR 5115, ,"","","",Presidential Document,Executive Order,03/10/1972,1972-03-09,"",Exemption of Jack T. Stuart from compulsory retirement for age,"",11653,""
37 FR 5361, ,"","","",Presidential Document,Executive Order,03/15/1972,1972-03-13,"",Transfer of the Federal Fire Council to the Department of Commerce,"Supersedes:            EO 7397, June 20, 1936; EO 10257, June      23, 1951
Revoked by: EO 12379, August 17, 1972
See: EO 11612, July 26, 1971",11654,""
37 FR 5477, ,"","","",Presidential Document,Executive Order,03/16/1972,1972-03-14,"","Inspection of income, excess-profits, estate, and gift tax returns by the Committee on Government Operations, House of Representatives","",11655,""
37 FR 5479, ,"","","",Presidential Document,Executive Order,03/16/1972,1972-03-14,"","Inspection of income, estate, and gift tax returns by the Select Committee on Crime, House of Representatives","",11656,""
37 FR 6043, ,"","","",Presidential Document,Executive Order,03/24/1972,1972-03-22,"",Exemption of C. Everette Spangler from compulsory retirement for age,"",11657,""
37 FR 6045, ,"","","",Presidential Document,Executive Order,03/24/1972,1972-03-22,"",Establishment of the Missouri River Basin Commission,"Amended by: EO 11882, October 6, 1975; EO      12038, February 3, 1978; EO 12148, July      20, 1979
Revoked by: EO 12319, September 9,      1981",11658,""
37 FR 6047, ,"","","",Presidential Document,Executive Order,03/24/1972,1972-03-22,"",Establishment of the Upper Mississippi River Basin Commission,"Amended by: EO 11737, September 7, 973;      EO 11882, October 6, 1975; EO      12038, February 3, 1978; EO 12148, July      20, 1979
Revoked by: EO 12319, September 9,      1981",11659,""
37 FR 6175, ,"","","",Presidential Document,Executive Order,03/25/1972,1972-03-23,"","Amending Executive Order No. 11640, further providing for the stabilization of the economy","Amends: EO 11640, January 26, 1972
Superseded by: EO 11695, January 11, 1973
See: EO 11615, August 15, 1971; EO      11627, October 15, 1971",11660,""
37 FR 6281, ,"","","",Presidential Document,Executive Order,03/28/1972,1972-03-24,"",Relating to facilitating coordination of Federal education programs,"Revokes: EO 11260, December 11, 1965
Superseded by: EO 11761, January 17,      1974
See: EO 11185, October 16, 1964",11661,""
37 FR 7145, ,"","","",Presidential Document,Executive Order,04/11/1972,1972-04-10,"",James F. Byrnes,"",11665,""
37 FR 7199, ,"","","",Presidential Document,Executive Order,04/12/1972,1972-04-11,"",Qualification for the investment credit on certain articles and classes of articles of predominantly foreign origin,"",11666,""
