citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
35 FR 19627, ,"","","",Presidential Document,Executive Order,12/25/1970,1970-12-23,"",Administration of Refuse Act permit program,"Revoked by: EO 12553, February 25, 1986",11574,""
36 FR 37, ,"","","",Presidential Document,Executive Order,01/05/1971,1970-12-31,"",Providing for the administration of the Disaster Relief Act of 1970,"Revokes: EO 10427, January 16,       1963; EO 10737, October 29, 1957; EO       11495, November 18, 1969
Amended by: EO 11662, March 29, 1972
Superseded by: EO 11749, December 10, 1973
See: EO 11725, June 27, 1973; EO       10912, January 1, 1961",11575,""
36 FR 971, ,"","","",Presidential Document,Executive Order,01/21/1971,1971-01-20,"",Establishing a seal for the National Credit Union Administration,"Amended by: EO 12608, September 9, 1987",11580,""
36 FR 3509, ,"","","",Presidential Document,Executive Order,02/26/1971,1971-02-24,"",Office of Consumer Affairs,"Revokes: EO 11136, January 3, 1964; EO      11349, May 1, 1967
Consumer Advisory Council continued by: EO 11827,      January 4, 1975; EO 11948, December 20, 1976
Amended by: EO 11595, May 26, 1971; EO      11702, January 25, 1973; EO 12007,      August 22, 1977; EO 12608, September 9, 1987
Council terminated by EO 12007, August      22, 1977
See: EO 11566, October 26, 1970;   EO 13714, December 15, 2015",11583,""
36 FR 4365, ,"","","",Presidential Document,Executive Order,03/05/1971,1971-03-03,"","Inspection of income, excess-profits, estate, and gift tax returns by the Senate Committee on Government Operations","",11584,""
36 FR 4467, ,"","","",Presidential Document,Executive Order,03/06/1971,1971-03-04,"","Creating an emergency board to investigate disputes between certain carriers represented by the National Railway Labor Conference and the Eastern, Western and Southeastern Carriers' Conference Committees and certain of their employees represented by the Brotherhood of Railroad Signalmen","Revoked by: EO 12553, February 25, 1986",11585,""
36 FR 4751, ,"","","",Presidential Document,Executive Order,03/12/1971,1971-03-10,"",Amending the Selective Service regulations,"Amends: EO 10001, September 17, 1948; EO      10008, October 18, 1948; EO 10202, January      12, 1951; EO 10292, September 25, 1951; EO      10420, December 17, 1952; EO 10659, February      15, 1956; EO 10714, June 13, 1957; EO      10837, September 14, 1959; EO 10984,      January 5, 1962; EO 11350, May 3, 1967; EO      11360, June 30, 1967
Revoked by: EO 12553, February 25, 1986",11586,""
36 FR 6343, ,"","","",Presidential Document,Executive Order,04/03/1971,1971-04-01,"",Delegating to the United States Civil Service Commission certain authorities of the President under the Intergovernmental Personnel Act of 1970 and the Federal Civil Defense Act of 1950,"Amended by: EO 12107, December 28, 1978
See: Reorganization Plan No. 1 of 1958; EO      10952, July 20, 1961",11589,""
36 FR 8921, ,"","","",Presidential Document,Executive Order,05/15/1971,1971-05-13,"",Protection and enhancement of the cultural environment,"See: EO 13006 of May 21, 1996; 13022 of      October 31, 1996",11593,""
36 FR 9763, ,"","","",Presidential Document,Executive Order,05/28/1971,1971-05-26,"","Amending Executive Order 11583, establishing the Office of Consumer Affairs","Amends: EO 11583, February 24, 1971
See: EO 11702, January 25, 1973 (transfers      Office to HEW)",11595,""
36 FR 11793, ,"","","",Presidential Document,Executive Order,06/19/1971,1971-06-17,"",Establishing a special action office for drug abuse prevention,"Nullified by: Pub. L. 92-255 (86 Stat. 65, 21 U.S.C. 1101 note) which establishes the Special Action Office for Drug Abuse Prevention superseding this Executive order.",11599,""
36 FR 12675, ,"","","",Presidential Document,Executive Order,07/03/1971,1971-06-30,"",Assigning additional functions to the Director of ACTION,"Supersedes: EO 11041, August 6, 1962; EO      11470, May 26, 1969; EO 11250, October      10, 1965
Amended by: EO 12107, December 28, 1978
Superseded by: EO 12137, May 16, 1979
See: EO 10924, March 1, 1961; EO      11223, May 12, 1965; EO 10450,      April 27, 1953",11603,""
36 FR 12831, ,"","","",Presidential Document,Executive Order,07/08/1971,1971-07-02,"","Amendment of Executive Order No. 10450 of April 27, 1953, relating to security requirements for Government employment","Amends: EO 10450, April 27, 1953
Revoked by: EO 11785, June 4, 1974
See: EO 9835, March 21, 1947",11605,""
36 FR 13087, ,"","","",Presidential Document,Executive Order,07/14/1971,1971-07-10,"",Amending the Selective Service regulations,"Amends: EO 10001, September 17, 1948; EO      10735, October 17, 1957; EO 11360, June      30, 1967; EO 11497, November 26, 1969
Revoked by: EO 12553, February 25, 1986",11606,""
36 FR 13317, ,"","","",Presidential Document,Executive Order,07/20/1971,1971-07-19,"",Establishing the Advisory Council on Intergovernmental Personnel Policy,"Revoked by: EO 11792, June 25, 1974",11607,""
36 FR 13367, ,"","","",Presidential Document,Executive Order,07/21/1971,1971-07-19,"",Termination of Federal Field Committee for Development Planning in Alaska,"Revokes in part: EO 11182, October 2, 1964;      EO 11386, December 28, 1967",11608,""
36 FR 13889, ,"","","",Presidential Document,Executive Order,07/28/1971,1971-07-26,"","Inspection of income, excess profits, estate, and gift tax returns by the Committee on Internal Security, House of Representatives","",11611,""
36 FR 13891, ,"","","",Presidential Document,Executive Order,07/28/1971,1971-07-26,"",Occupational safety and health programs for Federal employees,"Supersedes: EO 10990, February 2, 1962
Continued by: EO 13652, September 30, 2013; EO 13708, September 30, 2015
Superseded by: EO 11807, September 28, 1974
See: EO 11654, March 13, 1972; EO 13585, September 30, 2011",11612,""
36 FR 14299, ,"","","",Presidential Document,Executive Order,08/04/1971,1971-08-02,"",Membership of Environmental Protection Agency on Established River Basin Commissions,"Amends: EO 11331, March 6, 1967; EO      11345, April 20, 1967; EO 11359, June      20, 1967; EO 11371, September 6, 1967
Amended by: EO 12319, September 9,      1981
See: EO 11528, April 24, 1970",11613,""
36 FR 14621, ,"","","",Presidential Document,Executive Order,08/07/1971,1971-08-05,"",Establishing the National Business Council for Consumer Affairs,"Council terminated January 5, 1975, under provisions of Pub. L. 92-463 ( 86 Stat. 776, 5 U.S.C. App)
See: EO 11007, February 26, 1962",11614,""
36 FR 15727, ,"","","",Presidential Document,Executive Order,08/17/1971,1971-08-15,"","Providing for stabilization of prices, rents, wages, and salaries","Amended by: EO 11617, September 2, 1971
Superseded by: EO 11627, October 15, 1971
See: EO 11660, March 23, 1972; EO      11695, January 11, 1973; EO 11781,      May 1, 1974; EO 11788, June 18, 1974",11615,""
36 FR 17813, ,"","","",Presidential Document,Executive Order,09/04/1971,1971-09-02,"","Amending Executive Order No. 11615, providing for stabilization of prices, rents, wages, and salaries","Amends: EO 11615, August 15, 1971
Superseded by: EO 11627, October 15, 1971",11617,""
36 FR 18365, ,"","","",Presidential Document,Executive Order,09/14/1971,1971-09-10,"","Further amending Executive Order No. 10713, providing for administration of the Ryukyu Islands","Amends: EO 10713, June 5, 1957
Nullified by treaty with Japan on May 15, 1972 (TIAS 7314, 23 UST 446)
See: EO 11010, March 19, 1962; EO      11263, December 20, 1965; EO 11395, January      31, 1968",11618,""
36 FR 18943, ,"","","",Presidential Document,Executive Order,09/24/1971,1971-09-22,"",Exemption of Rose A. Conway from mandatory retirement,"See: EO 11228, June 14, 1965",11619,""
36 FR 19435, ,"","","",Presidential Document,Executive Order,10/06/1971,1971-10-04,"",Creating a board of inquiry to report on certain labor disputes affecting the maritime industry of the United States,"Amended by: EO 11622, October 5, 1971
Revoked by: EO 12553, February 25, 1986",11621,""
36 FR 19491, ,"","","",Presidential Document,Executive Order,10/07/1971,1971-10-05,"",Amending Executive Order 11621 creating a board of inquiry,"Amends: EO 11621, October 4, 1971
Revoked by: EO 12553, February 25, 1986",11622,""
36 FR 19965, ,"","","",Presidential Document,Executive Order,10/14/1971,1971-10-12,"","Inspection of income, excess profits, estate, gift, and excise tax returns by the Senate Committee on Commerce","",11624,""
36 FR 19967, ,"","","",Presidential Document,Executive Order,10/14/1971,1971-10-13,"",Prescribing additional arrangements for developing and coordinating a national program for minority business enterprise,"Supersedes: EO 11458, March 5, 1969
Advisory Council for Minority Enterprise Continued by: EO      11827, January 4, 1975; EO 11948, December      20, 1976
Amended by: EO 12007, August 22,      1977
Council terminated by EO 11007, February      26, 1962
See: EO 13170, October 6, 2000",11625,""
36 FR 20027, ,"","","",Presidential Document,Executive Order,10/15/1971,1971-10-13,"",The Honorable Dean Acheson,"",11626,""
36 FR 21575, ,"","","",Presidential Document,Executive Order,11/11/1971,1971-11-09,"","Inspection of income, estate, and gift tax returns by the Committee on Public Works, House of Representatives","",11631,""
36 FR 23615, ,"","","",Presidential Document,Executive Order,12/11/1971,1971-12-09,"",Continuation of Souris-Red-Rainy-River Basins Commission,"Amends: EO 11359, June 20, 1967
Superseded by: EO 11737, September 7, 1973",11635,""
36 FR 24901, ,"","","",Presidential Document,Executive Order,12/24/1971,1971-12-17,"",Employee-management relations in the Foreign Service of the United States,"Amends: EO 11264, December 31, 1965; EO      11491, October 29, 1969
Amended by: EO 12027, December 5,      1977; EO 12128, April 4, 1979
Revoked by: EO 12292, February 23,      1981
See: EO 11901, January 30, 1976",11636,""
37 FR 2421, ,"","","",Presidential Document,Executive Order,02/01/1972,1972-01-28,"",Concentration of law enforcement activities relating to drug abuse,"Amends: EO 11248, October 10, 1965
Revoked by: EO 11727, July 6, 1973",11641,""
37 FR 2565, ,"","","",Presidential Document,Executive Order,02/03/1972,1972-02-01,"",Further exempting A. Everette MacIntyre from compulsory retirement for age,"See: EO 11568, November 16, 1970",11642,""
37 FR 2877, ,"","","",Presidential Document,Executive Order,02/09/1972,1972-02-08,"",Use of off-road vehicles on the public lands,"Amended by: EO 11989, May 24, 1977;      EO 12608, September 9, 1987",11644,""
37 FR 2925, ,"","","",Presidential Document,Executive Order,02/10/1972,1972-02-08,"",Membership of Department of State on the Great Lakes Basin Commission,"Amends: EO 11345, April 20, 1967
Revoked by: EO 12319, September 9,      1981",11646,""
37 FR 3167, ,"","","",Presidential Document,Executive Order,02/12/1972,1972-02-10,"",Federal Regional Councils,"Amended by: EO 11731, July 23, 1973; EO      11892, December 31, 1975; EO 12038, February      3, 1978
Revoked by: EO 12149, July 20, 1979",11647,""
37 FR 3625, ,"","","",Presidential Document,Executive Order,02/18/1972,1972-02-16,"",Regulations governing the seals of the President and the Vice President of the United States,"Amended by: EO 11916, May 28, 1976",11649,""
37 FR 6563, ,"","","",Presidential Document,Executive Order,03/31/1972,1972-03-29,"","Further providing for the administration of the Disaster Relief Act of 1970, as amended","Amends: EO 11575, December 31, 1970
Superseded by: EO 11749, December 10, 1973
See: EO 11725, June 27, 1973",11662,""
37 FR 6647, ,"","","",Presidential Document,Executive Order,04/01/1972,1972-03-31,"",Creating an emergency board to investigate disputes between the carriers represented by the National Railway Labor Conference and certain of their employees,"Revoked by: EO 12553, February 25, 1986",11663,""
37 FR 6651, ,"","","",Presidential Document,Executive Order,04/01/1972,1972-03-31,"",Creating an emergency board to investigate a dispute between the Penn Central Transportation Company and certain of its employees,"Revoked by: EO 12553, February 25, 1986",11664,""
37 FR 9013, ,"","","",Presidential Document,Executive Order,05/04/1972,1972-05-02,"",J. Edgar Hoover,"",11669,""
37 FR 10431, ,"","","",Presidential Document,Executive Order,05/23/1972,1972-05-20,"",Providing for the return of certain lands to the Yakima Indian Reservation,"Supersedes: Any prior order or proclamation relating to the tract of land affected by this order, to the extent inconsistent with this order
See: Proc. 401, February 22, 1897; Proc. 725, March 2, 1907; EO 820, June 18, 1908; EO 821, June 18, 1908; Proc. 1170, October 23, 1911; Proc. 2845, June 15, 1949; Treaty of 1855 with Yakima Tribe (12 Stat. 951)",11670,""
37 FR 11307, ,"","","",Presidential Document,Executive Order,06/07/1972,1972-06-05,"",Committee management,"Supersedes: EO 11007, February 26, 1962;      and all provisions of prior Executive Orders to extent they are in conflict      with provisions of EO 11671
Revoked in part by EO 11686, October 7, 1972
Superseded by: EO 11686, effective 90 days after October 6, 1972
See: Pub. L. 92-463 (86 Stat. 770)",11671,""
37 FR 12913, ,"","","",Presidential Document,Executive Order,06/30/1972,1972-06-29,"","Amending Executive Order No. 11640, as amended, further providing for the stabilization of the economy","Amends: EO 11640, January 26, 1972
Superseded by: EO 11695, January 11, 1973",11674,""
37 FR 15483, ,"","","",Presidential Document,Executive Order,08/03/1972,1972-08-01,"",Continuing the regulation of exports,"Revoked by: EO 11683, August 29, 1972
See: Proc. 2914, December 16, 1950; Proc. 4074, August 15, 1971; EO      11322, January 5, 1967; EO 11419, July      29, 1968; EO 11533, June 4, 1970",11677,""
37 FR 16909, ,"","","",Presidential Document,Executive Order,08/23/1972,1972-08-21,"","Revoking Executive Order No. 5221 of November 11, 1929, establishing a limitation on non-official employment of officers or employees of the American Government","Revokes: EO 5221, November 11, 1929",11681,""
37 FR 17701, ,"","","",Presidential Document,Executive Order,08/31/1972,1972-08-29,"",Inspection by the Department of the Treasury of tax returns made under the Internal Revenue Code of 1954 for economic stabilization purposes,"",11682,""
37 FR 17813, ,"","","",Presidential Document,Executive Order,09/01/1972,1972-08-29,"","Revoking Executive Order No. 11677 of August 1, 1972, and continuing in effect Executive Order No. 11533 of June 4, 1970, relating to the administration of export controls","Revokes: EO 11677, August 1, 1972
Continues: EO 11533, June 4, 1970
Continued by EO 11818, November 5,      1974
Revoked by: EO 12002, July 7, 1977
See: EO 11533, June 4, 1970; Pub. L. 92-412      (86 Stat. 644); EO 11818, November 5,      1974; EO 11940, September 30, 1976",11683,""
37 FR 20155, ,"","","",Presidential Document,Executive Order,09/27/1972,1972-09-25,"","Amending Executive Order No. 10973, relating to administration of foreign assistance and related functions, and Executive Order No. 11501, relating to administration of foreign military sales","Amends: EO 10973, November 3, 1961;      EO 11501, December 22, 1969
Revoked by in part by: EO 11958, January      18, 1977; EO 12163, July 29, 1979 (together      revokes all of EO)",11685,""
37 FR 21421, ,"","","",Presidential Document,Executive Order,10/11/1972,1972-10-07,"",Committee management,"Revokes in part: EO 11671 of June 5, 1972
Supersedes: EO 11671 of June 5, 1972, effective 90 days after October 6, 1972
Superseded by: EO 11769, February      21, 1974
See: Pub. L. 92-463 (86 Stat. 770)",11686,""
37 FR 25815, ,"","","",Presidential Document,Executive Order,12/05/1972,1972-12-01,"",Amending Executive Order No. 11399 with respect to the membership of the National Council on Indian Opportunity,"Amends: EO 11399, March 6, 1968
Council terminated November 26, 1974, under provisions of Pub. L. 91-125 (83 Stat. 220, 25 U.S.C. nt. prec. 1)",11688,""
37 FR 25987, ,"","","",Presidential Document,Executive Order,12/07/1972,1972-12-05,"",Extending diplomatic privileges and immunities to the Mission to the United States of America of the Commission of the European Communities and to certain members thereof,"",11689,""
37 FR 26815, ,"","","",Presidential Document,Executive Order,12/16/1972,1972-12-14,"",Delegation of certain functions to the Executive Director of the Domestic Council,"Revokes: EO 11455, February 14, 1969",11690,""
37 FR 27609, ,"","","",Presidential Document,Executive Order,12/19/1972,1972-12-15,"",Adjusting the rates of monthly basic pay for members of the Uniformed Services,"Amended by: EO 11778, April 12, 1974
Superseded by: EO 11812, October 7,      1974",11692,""
37 FR 28461, ,"","","",Presidential Document,Executive Order,12/27/1972,1972-12-26,"","Providing for the closing of Government departments and agencies on December 28, 1972","",11693,""
38 FR 729, ,"","","",Presidential Document,Executive Order,01/04/1973,1973-01-02,"",Creating an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees,"Revoked by: EO 12553, February 25, 1986",11694,""
38 FR 1722, ,"","","",Presidential Document,Executive Order,01/18/1973,1973-01-17,"","Excusing Federal employees in the Washington, DC., metropolitan area from duty for one-half day on Friday, January 19, 1973","",11696,""
38 FR 1723, ,"","","",Presidential Document,Executive Order,01/18/1973,1973-01-17,"",Inspection by Department of Agriculture of income tax returns made under the Internal Revenue Code of 1954 of persons having farm operations,"Revoked by: EO 11773, March 21, 1974
See: EO 11709, March 27, 1973",11697,""
38 FR 2323, ,"","","",Presidential Document,Executive Order,01/24/1973,1973-01-22,"","Amending Executive Order No. 11248, placing certain positions in levels IV and V of the Federal Executive Salary","Amends: EO 11248, October 10, 1965 (which       was revoked by EO 11708, March 23, 1973)",11699,""
38 FR 2957, ,"","","",Presidential Document,Executive Order,01/31/1973,1973-01-25,"",Relative to the Executive Office of the President,"Amends: EO 11583, February 24, 1971
Revokes: EO 11453, January 24, 1969",11702,""
38 FR 6135, ,"","","",Presidential Document,Executive Order,03/07/1973,1973-03-06,"","The Honorable Cleo A. Noel, Junior George Curtis Moore","",11705,""
38 FR 7979, ,"","","",Presidential Document,Executive Order,03/27/1973,1973-03-23,"",Placing certain positions in levels IV and V of the Executive Schedule,"Revokes: EO 11248, October 10, 1965
Amended by: EO 11715, April 24, 1973; EO 11727, July 6, 1973; EO 11736, August 6, 1973
Superseded by: EO 11768, February       20, 1974",11708,""
38 FR 9657, ,"","","",Presidential Document,Executive Order,04/19/1973,1973-04-18,"",Special Committee on Energy and National Energy Office,"Superseded by: EO 11726, June 29, 1973",11712,""
38 FR 10069, ,"","","",Presidential Document,Executive Order,04/24/1973,1973-04-21,"",Delegating certain functions vested in the President to the Administrator of General Services,"Amends: EO 11609, July 22, 1971
Supersedes in part: EO 11541, July 1, 1970
Revoked by: EO 12215, May 27, 1980",11713,""
38 FR 10245, ,"","","",Presidential Document,Executive Order,04/26/1973,1973-04-24,"",Amending Executive Order No. 11652 on classification and declassification of national security information and material,"Amends: EO 11652, March 8, 1972
Revoked by: EO 12065, June 28, 1978",11714,""
38 FR 12315, ,"","","",Presidential Document,Executive Order,05/11/1973,1973-05-09,"",Transferring certain functions from the Office of Management and Budget to the General Services Administration and the Department of Commerce,"Supersedes in part: EO 11541, July 1, 1970
Superseded in part by: EO 11893, December       31, 1975",11717,""
38 FR 12797, ,"","","",Presidential Document,Executive Order,05/16/1973,1973-05-14,"","Designating the International Telecommunications Satellite Organization (INTELSAT) as an international organization entitled to enjoy certain privileges, exemptions, and immunities","Revokes: EO 11227, June 2, 1965 and EO       11277, April 30, 1966
Revoked by: EO 11966, January 19, 1977",11718,""
38 FR 17175, ,"","","",Presidential Document,Executive Order,06/29/1973,1973-06-27,"",Transfer of certain functions of the Office of Emergency Preparedness,"Revokes in part : EO 11051, September 27,       1962
Superseded in part by: EO 11749, December 10, 1973
Amended by: EO 12046, March 27, 1978
Revoked by: EO 12148, July 20, 1979
See: Reorganization Plan No. 1 of 1973; Pub. L. 94-412 (90 Stat. 1255; 50 U.S.C. 1601)",11725,""
38 FR 17711, ,"","","",Presidential Document,Executive Order,07/03/1973,1973-06-29,"",Energy Policy Office,"Supersedes: EO 11712, April 18, 1973
Superseded to extent inconsistent by: EO 11748, December 4, 1973
Superseded by: EO 11775, March 26,       1974",11726,""
38 FR 19345, ,"","","",Presidential Document,Executive Order,07/19/1973,1973-07-18,"",Further providing for the stabilization of the economy,"Supersedes in part: EO 11723, June 13, 1973;
Superseded in part by: EO 11781, May       1, 1974
Revoked by: EO 11788, June 18, 1974
See: EO 11695, January 11, 1973",11730,""
38 FR 19903, ,"","","",Presidential Document,Executive Order,07/25/1973,1973-07-23,"",Amending Executive Order No. 11647 relating to Federal Regional Councils,"Amends: EO 11647, February 10, 1972
Amended by: EO 11892, December 31, 1975",11731,""
38 FR 20429, ,"","","",Presidential Document,Executive Order,08/01/1973,1973-07-30,"",Delegating certain authority of the President to the Secretary of Housing and Urban Development,"",11732,""
38 FR 20431, ,"","","",Presidential Document,Executive Order,08/01/1973,1973-07-30,"","Further amending Executive Order No. 10122 of April 14, 1950, entitled ``Regulations governing payment of disability retirement pay hospitalization, and re-examination of members and former members of the Uniformed Services''","Amends: EO 10122, April 14, 1950
See: EO 10400, September 27, 1952",11733,""
38 FR 20433, ,"","","",Presidential Document,Executive Order,08/01/1973,1973-07-30,"",Revising the membership of the President's Committee on the National Medal of Science,"Amends: EO 11287, June 28, 1966",11734,""
38 FR 21387, ,"","","",Presidential Document,Executive Order,08/08/1973,1973-08-06,"","Amending Executive Order No. 11708, placing certain positions in levels IV and V of the Executive Schedule","Amends: EO 11708, March 23, 1973
Superseded by: EO 11768, February       20, 1974",11736,""
38 FR 27585, ,"","","",Presidential Document,Executive Order,10/05/1973,1973-10-03,"",Adjusting the rates of monthly basic pay for members of the Uniformed Services,"Superseded by: EO 11812, October 7,       1974
See: Pub. L. 93-419 which takes precedence over EO 11740",11740,""
38 FR 28809, ,"","","",Presidential Document,Executive Order,10/17/1973,1973-10-15,"",Federal agency use of the official American Revolution Bicentennial symbol,"",11741,""
38 FR 29459, ,"","","",Presidential Document,Executive Order,10/25/1973,1973-10-23,"","Modifying Proclamation 3279, as amended, with respect to the Oil Policy Committee","Amends: Proc. 3279, March 10, 1959
Supersedes: EO 11703, February 7, 1973
Superseded by: EO 11775, March 26,       1974",11743,""
38 FR 30991, ,"","","",Presidential Document,Executive Order,11/09/1973,1973-11-07,"",Assigning emergency preparedness functions to the United States Treasury Department,"Amends: EO 11490, October 28, 1969
Superseded by: EO 11921, June 11, 1976",11746,""
38 FR 30993, ,"","","",Presidential Document,Executive Order,11/09/1973,1973-11-07,"","Delegating certain authority of the President under the Water Resources Planning Act, as amended","Amended by: EO 12608, September 9, 1987",11747,""
38 FR 33575, ,"","","",Presidential Document,Executive Order,12/06/1973,1973-12-04,"",Federal Energy Office,"Supersedes in part: EO 10480,       August 14, 1953; EO 11726, June 29, 1973
Revoked by: EO 11790, June 25, 1974
See: EO 11775, March 26, 1974; EO       11781, May 1, 1974; EO 11788, June       18, 1974",11748,""
38 FR 34177, ,"","","",Presidential Document,Executive Order,12/12/1973,1973-12-10,"",Consolidating disaster relief functions assigned to the Secretary of Housing and Urban Development,"Supersedes: EO 11526, April 22, 1970; EO       11575, December 31, 1970; EO 11662, March       29, 1972; EO 11678, August 16, 1972
Supersedes in part: EO 11725, June 27, 1973
Revoked by: EO 12148, July 20, 1979
See: Pub. L. 94-412 (90 Stat. 1255; 50 U.S.C. 1601)",11749,""
38 FR 34725, ,"","","",Presidential Document,Executive Order,12/18/1973,1973-12-15,"",Authorizing the Secretary of Transportation to grant exemptions from daylight saving time and realignments of time zone limits,"Authority terminated April 27, 1975, pursuant to Pub.L. 93-182 (87 Stat. 707, 15 U.S.C. 260a note)",11751,""
38 FR 34793, ,"","","",Presidential Document,Executive Order,12/19/1973,1973-12-17,"","Prevention, control, and abatement of environmental pollution at Federal facilities","Supersedes: EO 11507, February 4, 1970
Amended by: EO 12038, February 3, 1978
Revoked by: EO 12088, October 13, 1978",11752,""
38 FR 35423, ,"","","",Presidential Document,Executive Order,12/28/1973,1973-12-26,"",Modifying rates of interest equalization tax,"Amends: EO 11464, April 3, 1969
Authority repealed by Pub. L. 94-455 (90 Stat. 1814, 26 U.S.C. 4911 note)
See: EO 11766, January 29, 1974",11754,""
39 FR 2345, ,"","","",Presidential Document,Executive Order,01/21/1974,1974-01-17,"",To facilitate coordination of Federal education programs,"Supersedes: EO 11185, October 16, 1964;       EO 11260, December 11, 1965; EO       11661, March 24, 1972
Amended by: EO 12038, February 3, 1978
Revoked by: EO 12553, February 25, 1986",11761,""
39 FR 2575, ,"","","",Presidential Document,Executive Order,01/23/1974,1974-01-21,"",Nondiscrimination in federally assisted programs,"Supersedes: EO 11247, September 24, 1965
Revoked by: EO 12250, November 2, 1980",11764,""
39 FR 6603, ,"","","",Presidential Document,Executive Order,02/21/1974,1974-02-19,"","Designating the Organization of African Unity as a public international organization entitled to enjoy certain privileges, exemptions, and immunities","Revoked by: EO 13377, April 13, 2005",11767,""
39 FR 6693, ,"","","",Presidential Document,Executive Order,02/22/1974,1974-02-20,"",Placing certain positions in levels IV and V of the Executive Schedule,"Supersedes: EO 11708, March 23, 1973; EO       11715, April 24, 1973; EO 11727, July       6, 1973; EO 11736, August 6, 1973
Amended by: EO 11774, March 26, 1974; EO       11780, April 22, 1974; EO 11831, January       9, 1975; EO 11843, March 18, 1975
Superseded by: EO 11861, May 21, 1975",11768,""
39 FR 7125, ,"","","",Presidential Document,Executive Order,02/25/1974,1974-02-21,"",Advisory committee management,"Supersedes: EO 11686, October 7, 1972
Revoked by: EO 12024, December 1,       1977",11769,""
39 FR 7127, ,"","","",Presidential Document,Executive Order,02/25/1974,1974-02-21,"",International Symposium on Geothermal Energy--1975,"",11770,""
39 FR 10415, ,"","","",Presidential Document,Executive Order,03/20/1974,1974-03-18,"","Extending diplomatic privileges and immunities to the Liaison Office of the People's Republic of China in Washington, DC and to members thereof","Revoked by: EO 12553, February 25, 1986",11771,""
39 FR 10879, ,"","","",Presidential Document,Executive Order,03/22/1974,1974-03-21,"",Delegating certain authority of the President to the Secretary of State,"",11772,""
39 FR 11865, ,"","","",Presidential Document,Executive Order,04/01/1974,1974-03-28,"",Continuing the President's Committee on Mental Retardation and broadening its membership and responsibilities,"Amended by: EO 12608, September 9, 1987
Supersedes: EO 11280, May 11, 1966
Committee continued by: EO 11827, January       4, 1975; EO 11948, December 20, 1976; EO       12110, December 28, 1978; EO 12258, December       31, 1980; EO 12399, December 31, 1982; EO       12489, September 28, 1984; EO 12534, September       30, 1985; EO 12610, September 30, 1987; EO       12692, September 29, 1989; EO 12774, September       27, 1991; EO 12869, September 30,       1993; EO 12974, September 29, 1995
Superseded by: EO 12994 of March 21, 1996",11776,""
39 FR 13519, ,"","","",Presidential Document,Executive Order,04/15/1974,1974-04-12,"","Amending Executive Order No. 11691, adjusting rates of pay for certain statutory pay systems","Amends: EO 11691, December 15, 1972 (which       was superseded by EO 11811, October 7,       1974)
See: Pub. L. 93-549 (88 Stat. 1743)",11777,""
39 FR 13521, ,"","","",Presidential Document,Executive Order,04/15/1974,1974-04-12,"","Amending Executive Order No. 11692, adjusting the rates of monthly basic pay for members of the Uniformed Services","Amends: EO 11692, December 15, 1972 (which       was revoked by EO 11812, October 7, 1974)",11778,""
39 FR 14185, ,"","","",Presidential Document,Executive Order,04/22/1974,1974-04-19,"","Delegating the authority of the President under section 9 of the United Nations Participation Act, as amended, to the Secretary of State","Amends: EO 11609, July 22, 1971",11779,""
39 FR 14497, ,"","","",Presidential Document,Executive Order,04/24/1974,1974-04-22,"","Amending Executive Order No. 11768, placing certain positions in levels IV and V of the Executive Schedule","Amends: EO 11768, February 20, 1974
Superseded by: EO 11861, May 21, 1975",11780,""
39 FR 15749, ,"","","",Presidential Document,Executive Order,05/06/1974,1974-05-01,"",Providing for an orderly termination of the Economic Stabilization Program,"Supersedes in part: EO 11695, January 11,       1973; EO 11723, June 13, 1973; EO       11730, July 18, 1973
Revoked by: EO 11788, June 18, 1974
See: EO 11588, March 29, 1971; EO       11615, August 15, 1971; EO 11627, October       15, 1971; EO 11748, December 4, 1973",11781,""
39 FR 15991, ,"","","",Presidential Document,Executive Order,05/07/1974,1974-05-06,"",Establishing the Federal Financing Bank Advisory Council,"Revoked by: EO 12379, August 17, 1982",11782,""
39 FR 18067, ,"","","",Presidential Document,Executive Order,05/23/1974,1974-05-21,"",Creating an emergency board to investigate a dispute between the carriers represented by the National Railway Labor Conference and certain of their employees,"Revoked by: EO 12553, February 25, 1986",11783,""
39 FR 20053, ,"","","",Presidential Document,Executive Order,06/06/1974,1974-06-04,"","Amending Executive Order No. 10450, as amended, relating to security requirements for Government employment and for other purposes","Amends: EO 10450, April 27, 1953
Revokes: EO 11605, July 2, 1971
See: EO 9835, March 21, 1947",11785,""
39 FR 20675, ,"","","",Presidential Document,Executive Order,06/13/1974,1974-06-11,"","Revoking Executive Order No. 10987, relating to agency systems for appeals from adverse actions","Revokes: EO 10987, January 17, 1962
Amended by: EO 12107, December 28, 1978
Revoked by: EO 12553, February 25, 1986",11787,""
39 FR 23183, ,"","","",Presidential Document,Executive Order,06/27/1974,1974-06-25,"",President's Committee on East-West Trade Policy,"Amended by: EO 11808, September 30,       1974
Revoked by: EO 11846, March 27, 1975",11789,""
39 FR 23189, ,"","","",Presidential Document,Executive Order,06/27/1974,1974-06-25,"",Exemption of Kenneth H. Tuggle from mandatory retirement,"",11791,""
