citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
42 FR 9659, ,"","","",Presidential Document,Executive Order,02/17/1977,1977-02-14,"",Establishing the United States Circuit Judge Nominating Commission,"Amended by: EO 11993, May 24, 1977
Revoked by: EO 12059, May 11, 1978",11972,""
42 FR 14081, ,"","","",Presidential Document,Executive Order,03/15/1977,1977-03-11,"","Amending Executive Order No. 11861, as amended, placing certain positions in levels IV and V of the Executive Schedule","Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978",11976,""
42 FR 14671, ,"","","",Presidential Document,Executive Order,03/16/1977,1977-03-14,"","Designating certain public international organizations entitled to enjoy certain privileges, exemptions, and immunities","Amends: EO 11269, February 14, 1966",11977,""
42 FR 15403, ,"","","",Presidential Document,Executive Order,03/22/1977,1977-03-18,"",Relating to trade and other transactions involving Southern Rhodesia,"Amends: EO 11419, July 29, 1968
Revoked by: EO 12183, December 16, 1979
See: EO 11322, January 5, 1967",11978,""
42 FR 17095, ,"","","",Presidential Document,Executive Order,03/31/1977,1977-03-29,"",Establishing the Interagency Committee for the Purchase of United States Savings Bonds,"Supersedes: EO 11532, June 2, 1970",11981,""
42 FR 22859, ,"","","",Presidential Document,Executive Order,05/05/1977,1977-04-29,"",Committee on Selection of the Director of the Federal Bureau of Investigation,"Amends: EO 11971, February 11, 1977
Revoked by: EO 12110, December 28, 1978",11982,""
42 FR 23127, ,"","","",Presidential Document,Executive Order,05/06/1977,1977-05-04,"",Relating to certain positions in levels IV and V of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revokes: EO 11872, July 21, 1975
Revoked by: EO 12076, August 18, 1978
See: EO 11898, January 14, 1976",11983,""
42 FR 23129, ,"","","",Presidential Document,Executive Order,05/06/1977,1977-05-04,"",Abolishing the President's Foreign Intelligence Advisory Board,"Revokes: EO 11460, March 20, 1969",11984,""
42 FR 26407, ,"","","",Presidential Document,Executive Order,05/24/1977,1977-05-20,"",Relating to certain positions in levels IV and V of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978",11986,""
42 FR 26949, ,"","","",Presidential Document,Executive Order,05/25/1977,1977-05-24,"",Exotic organisms,"See: 47 FR 17523
Revoked by: EO 13112, February 3, 1999",11987,""
42 FR 26951, ,"","","",Presidential Document,Executive Order,05/25/1977,1977-05-24,"",Floodplain management,"Revokes: EO 11296, August 10, 1966
Amended by: EO 12148, July 20, 1979
See EO 11514, March 5, 1970; EO 33198, June 28, 1994; EO 13690, January 30, 2015",11988,false
42 FR 26959, ,"","","",Presidential Document,Executive Order,05/25/1977,1977-05-24,"",Off-road vehicles on public lands,"Amends: EO 11644, February 8, 1972",11989,""
42 FR 27197, ,"","","",Presidential Document,Executive Order,05/26/1977,1977-05-24,"",Relating to the United States Circuit Judge Nominating Commission,"Amends: EO 11972, February 14, 1977
Revoked by: EO 12059, May 11, 1978",11993,""
42 FR 29841, ,"","","",Presidential Document,Executive Order,06/10/1977,1977-06-08,"",Relating to certain positions in level V of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revoked by: EO 12060, May 15, 1978",11995,""
42 FR 33255, ,"","","",Presidential Document,Executive Order,06/30/1977,1977-06-27,"",Relating to certain positions in level V of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978",11999,""
42 FR 33707, ,"","","",Presidential Document,Executive Order,07/01/1977,1977-06-29,"",Exemption of Arthur S. Flemming from mandatory retirement,"See: EO 11869, June 24, 1975; EO      11924, June 29, 1976",12000,""
42 FR 52365, ,"","","",Presidential Document,Executive Order,09/30/1977,1977-09-28,"",Adjustments of certain rates of pay and allowances,"Supersedes: EO 11941, October 1, 1976
Superseded by: EO 12087, October 7, 1978",12010,""
42 FR 56947, ,"","","",Presidential Document,Executive Order,10/31/1977,1977-10-26,"",Permitting students completing approved career-related work-study programs to be appointed to career or career-condition positions in the competitive service,"Revokes: EO 11813, October 7, 1974
Amended by: EO 12107, December 28, 1978;      EO 13024, November 7, 1996
Superseded by: EO 13562, December 27, 2010",12015,""
42 FR 57945, ,"","","",Presidential Document,Executive Order,11/07/1977,1977-11-03,"",Establishing the Defense Meritorious Service Medal,"Amended by: EO 13666, April 18, 2014",12019,""
42 FR 58509, ,"","","",Presidential Document,Executive Order,11/10/1977,1977-11-08,"",Payment of educational benefits to veterans and dependents when schools are temporarily closed to conserve energy,"",12020,""
42 FR 61441, ,"","","",Presidential Document,Executive Order,12/05/1977,1977-12-01,"",Establishing the National Commission for the Review of Antitrust Laws and Procedures,"Amended by: EO 12052, April 7, 1978
Revoked by: EO 12258, December 31, 1980",12022,""
42 FR 61443, ,"","","",Presidential Document,Executive Order,12/05/1977,1977-12-01,"",Conforming the Central Intelligence Agency and Civil Service Retirement and Disability Systems,"",12023,""
42 FR 61445, ,"","","",Presidential Document,Executive Order,12/05/1977,1977-12-01,"",Relating to the transfer of certain advisory committee functions,"Revokes: EO 11769, February 21, 1974
See: EO 12078, September 5, 1978",12024,""
42 FR 61447, ,"","","",Presidential Document,Executive Order,12/05/1977,1977-12-01,"",Relating to certain positions in level IV of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978",12025,""
42 FR 61849, ,"","","",Presidential Document,Executive Order,12/07/1977,1977-12-05,"",Reinstatement rights of certain employees of the Department of Energy,"",12026,""
42 FR 61851, ,"","","",Presidential Document,Executive Order,12/07/1977,1977-12-05,"",Relating to the transfer of certain executive development and other personnel functions,"Amends: EO 11491, October 29, 1969;      EO 11541, July 1, 1970; EO      11636, December 17, 1971
Amended by: EO 12107, December 28, 1978;      EO 12292, February 23, 1981",12027,""
42 FR 62895, ,"","","",Presidential Document,Executive Order,12/14/1977,1977-12-12,"",Office of Administration in the Executive Office of the President,"Amended by: EO 12122, February 26, 1979
See: Reorganization Plan No. 1 of 1977, 42 FR 56101",12028,""
42 FR 63631, ,"","","",Presidential Document,Executive Order,12/19/1977,1977-12-14,"",Termination of a Presidential Advisory Committee,"Revokes: EO 11342, April 10, 1967; EO      11937, September 10, 1976
Supersedes in part: EO 11948, December 20,      1976",12029,""
42 FR 64099, ,"","","",Presidential Document,Executive Order,12/22/1977,1977-12-21,"",Exemption of Jerome K. Kuykendall from mandatory retirement,"",12031,""
42 FR 64851, ,"","","",Presidential Document,Executive Order,12/29/1977,1977-12-27,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975
See: Proc 4561, April 7, 1978; EO 12041, February 25, 1978",12032,""
43 FR 1915, ,"","","",Presidential Document,Executive Order,01/13/1978,1978-01-10,"",Removal of certain international organizations no longer in existence from the list of those entitled to privileges and immunities,"Revokes: EO 10866, February 20, 1960; EO       10943, May 19, 1961",12033,""
43 FR 4415, ,"","","",Presidential Document,Executive Order,02/02/1978,1978-01-31,"",Exemption of G. Joseph Minetti from mandatory retirement,"See: EO 12006, July 29, 1977; EO       12011, September 30, 1977; EO 12016,       October 31, 1977; EO 12056, April 28, 1978",12037,""
43 FR 8095, ,"","","",Presidential Document,Executive Order,02/28/1978,1978-02-24,"",Relating to the Transfer of Certain Science and Technology Policy Functions,"Amended by: EO 12399, December 31, 1982
See: Reorganization Plan No. 1 of 1977, 42 FR 56101",12039,""
43 FR 9269, ,"","","",Presidential Document,Executive Order,03/07/1978,1978-03-06,"",Creating a Board of Inquiry to report on Labor disputes affecting the bituminous coal industry in the United States,"Revoked by: EO 12379, August 17, 1982",12042,""
43 FR 9773, ,"","","",Presidential Document,Executive Order,03/10/1978,1978-03-07,"",Amending the Civil Service Rules Regarding Notice of Exemptions From the Competitive Service,"Amended by: EO 12107, December 28, 1978",12043,""
43 FR 13347, ,"","","",Presidential Document,Executive Order,03/29/1978,1978-03-27,"","Relating to the Domestic Policy Staff, the Office of Drug Abuse Policy, and the Economic Opportunity Council","See: Reorganization Plan No. 1 of 1977, 42 FR 56101",12045,""
43 FR 13349, ,"","","",Presidential Document,Executive Order,03/29/1978,1978-03-27,"",Relating to the transfer of telecommunications functions,"Amends: EO 11051, September 27, 1962; EO       11490, October 28, 1969; EO 11725, June       27, 1973
Revokes: EO 10705, April 17, 1957; EO       11191, January 4, 1965; EO 11556, September       4, 1970
Amended by: EO 12148, July 20, 1979; EO       12472, April 3, 1984
See: Reorganization Plan No. 1 of 1977, 42 FR 56101",12046,""
43 FR 13359, ,"","","",Presidential Document,Executive Order,03/29/1978,1978-03-27,"",Imported objects of cultural significance,"Revokes: EO 11312, October 14, 1966
Amended by: EO 12388, October 14, 1982",12047,""
43 FR 13361, ,"","","",Presidential Document,Executive Order,03/29/1978,1978-03-27,"",International Communication Agency,"Amended by: EO 12388, October 14, 1982;       EO 12608, September 9, 1987
See: Reorganization Plan No. 2 of 1977, December 13, 1977",12048,""
43 FR 14431, ,"","","",Presidential Document,Executive Order,04/06/1978,1978-04-04,"",Establishing a National Advisory Committee for Women,"Revokes: EO 11126, November 1, 1963;       EO 11832, January 9, 1975
Amended by: EO 12057, May 8, 1978
Revoked in part by: EO 12135, May 9, 1979;       EO 12336, December 21, 1981 (together       revokes all parts)
See: EO 12258, December 31, 1980 (committee       continued)",12050,""
43 FR 18639, ,"","","",Presidential Document,Executive Order,05/02/1978,1978-04-28,"",Exemption of G. Joseph Minetti from mandatory retirement,"See: EO 12006, July 11, 1977; EO       12011, September 30, 1977; EO 12016,       October 31, 1977; EO 12037, January 31, 1978",12056,""
43 FR 19811, ,"","","",Presidential Document,Executive Order,05/09/1978,1978-05-08,"",National Advisory Committee for Women,"Amends: EO 12050, April 4, 1978
Revoked by: EO 12135, May 9, 1979",12057,""
43 FR 21865, ,"","","",Presidential Document,Executive Order,05/22/1978,1978-05-18,"",Small Business Conference Commission,"Amended by: EO 12091, November 1, 1978
Revoked by: EO 12258, December 31, 1980",12061,""
43 FR 28971, ,"","","",Presidential Document,Executive Order,07/05/1978,1978-06-30,"","Providing for transfer to the Attorney General of certain functions Under section 707 of Title VII of the Civil Rights Act of 1964, as amended","",12068,""
43 FR 28973, ,"","","",Presidential Document,Executive Order,07/05/1978,1978-06-30,"",Relating to certain positions in level IV of the Executive Schedule,"Amends: EO 11861, May 21, 1975
Revoked by: EO 12076, August 18, 1978",12069,""
43 FR 28977, ,"","","",Presidential Document,Executive Order,07/05/1978,1978-06-30,"",Adjustment of cost of living allowances,"Amends: EO 10000, September 16, 1948
Amended by: EO 12107, December 28, 1978
Superseded by: EO 12510, April 17, 1985",12070,""
43 FR 36869, ,"","","",Presidential Document,Executive Order,08/18/1978,1978-08-16,"",Federal space management,"Revokes: EO 11512, February 27, 1970
See: EO 13006, May 21, 1996
Revoked by: EO 14274, April 15, 2025",12072,false
43 FR 36875, ,"","","",Presidential Document,Executive Order,08/18/1978,1978-08-16,"",Urban and community impact analyses,"Revoked by: EO 12350, March 9, 1982",12074,""
43 FR 37161, ,"","","",Presidential Document,Executive Order,08/22/1978,1978-08-18,"",Levels IV and V of the Executive Schedule,"Revokes: EO 11861, May 21, 1975
Amended by: EO 12099, November 17, 1978; EO       12111, January 2, 1979; EO 12119, February       14, 1979
Revoked by: EO 12154, September 4, 1979",12076,""
43 FR 37163, ,"","","",Presidential Document,Executive Order,08/22/1978,1978-08-18,"",Exemption of Roy T. Sessums from mandatory retirement,"",12077,""
43 FR 42233, ,"","","",Presidential Document,Executive Order,09/20/1978,1978-09-18,"",Authorizing certain functions of heads of Departments and Agencies under the Airport and Airway Development Act of 1970 to be performed without the approval of the President,"Revokes: EO 10536, June 9, 1954",12079,""
43 FR 44813, ,"","","",Presidential Document,Executive Order,09/29/1978,1978-09-27,"",Energy Coordinating Committee,"Revokes: EO 11814, October 11, 1974
Amended by: EO 12121, February 26, 1979;       EO 12148, July 20, 1979
Revoked by: EO 12379, August 17, 1982",12083,""
43 FR 46501, ,"","","",Presidential Document,Executive Order,10/10/1978,1978-10-05,"",Consolidation of contract compliance functions for equal employment opportunity,"Amends: EO 11246, September 24, 1965
Amended by: EO 12608, September 9, 1987",12086,""
43 FR 46823, ,"","","",Presidential Document,Executive Order,10/11/1978,1978-10-07,"",Adjustments of certain rates of pay and allowances,"Supersedes: EO 12010, September 28,       1977
Superseded by: EO 12165, October 9, 1979",12087,""
43 FR 51373, ,"","","",Presidential Document,Executive Order,11/03/1978,1978-11-01,"",Small Business Conference Commission,"Amends: EO 12061, May 18, 1978
Revoked by: EO 12258, December 31, 1980",12091,""
43 FR 51375, ,"","","",Presidential Document,Executive Order,11/03/1978,1978-11-01,"",Prohibition Against Inflationary Procurement Practices,"Amended by: EO 12161, September 28, 1979
Revoked by: EO 12288, January 29,       1981",12092,""
43 FR 51597, ,"","","",Presidential Document,Executive Order,11/06/1978,1978-11-02,"","Compensation of certain officials in the Industry and Trade Administration, Department of Commerce","Supersedes: EO 11759, January 15,       1974
Revoked by: EO 12188, January 2, 1980",12096,""
43 FR 54195, ,"","","",Presidential Document,Executive Order,11/21/1978,1978-11-17,"","Privileges, immunities and liability insurance for diplomatic missions and personnel","Amended by: EO 12608, September 9, 1987",12101,""
43 FR 54197, ,"","","",Presidential Document,Executive Order,11/21/1978,1978-11-17,"",Trade Committees,"Amends: EO 11846, March 27, 1975",12102,""
43 FR 59053, ,"","","",Presidential Document,Executive Order,12/19/1978,1978-12-15,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975",12104,""
44 FR 1053, ,"","","",Presidential Document,Executive Order,01/03/1979,1978-12-28,"",Transfer of certain equal employment enforcement functions,"Amends: EO 11022, May 14, 1962; EO       11478, August 8, 1969; EO 11480,       September 9, 1969; EO 11830, January 9, 1975
Amended by: EO 12379, August 17, 1982
See: EO 12704, February 26, 1990",12106,""
44 FR 1065, ,"","","",Presidential Document,Executive Order,01/03/1979,1978-12-28,"",Employee Retirement Income Security Act transfers,See: Reorganization Plan No. 4 of 1978,12108,""
44 FR 1071, ,"","","",Presidential Document,Executive Order,01/04/1979,1979-01-02,"",Levels IV and V of the Executive Schedule,"Amends: 		EO 12076, August 18, 1978
Revoked by: 		EO 12154, September 4, 1979",12111,""
44 FR 1073, ,"","","",Presidential Document,Executive Order,01/04/1979,1979-01-02,"",Seal for the Office of Administration,"",12112,""
44 FR 1957, ,"","","",Presidential Document,Executive Order,01/09/1979,1979-01-04,"",Environmental effects abroad of major Federal actions,"",12114,""
44 FR 7937, ,"","","",Presidential Document,Executive Order,02/08/1979,1979-02-06,"",Imports from Uganda,"Nullified by: Presidential action of May 15, 1979 (44 FR 28773)",12117,""
44 FR 10039, ,"","","",Presidential Document,Executive Order,02/16/1979,1979-02-14,"",Levels IV and V of the Executive Schedule,"Amends: 		EO 12076, August 18, 1978
Revoked by: 		EO 12154, September 4, 1979",12119,""
44 FR 11195, ,"","","",Presidential Document,Executive Order,02/28/1979,1979-02-26,"",Energy Coordinating Committee,"Amends: 		EO 12083, September 27, 1978
Revoked by: 		EO 12379, August 17, 1982",12121,""
44 FR 11197, ,"","","",Presidential Document,Executive Order,02/28/1979,1979-02-26,"",Office of Administration,"Amends: 		EO 12028, December 12, 1977",12122,""
44 FR 11729, ,"","","",Presidential Document,Executive Order,03/02/1979,1979-02-28,"",Amending the Generalized System of Preferences,"Amends: 		EO 11888, November 24, 1975",12124,""
44 FR 18923, ,"","","",Presidential Document,Executive Order,03/30/1979,1979-03-29,"",Correction in Executive Order No. 12107,"Amends: 		EO 12107, December 28, 1978",12126,""
44 FR 20625, ,"","","",Presidential Document,Executive Order,04/06/1979,1979-04-04,"",Employee-management relations in the Foreign Service,"Amends: 		EO 11636, December 17, 1971; 		EO 12107, December 28, 1978
Revoked by: 		EO 12292, February 23, 1981",12128,""
44 FR 21001, ,"","","",Presidential Document,Executive Order,04/09/1979,1979-04-05,"",Critical Energy Facility Program,"Revoked by: 		EO 12553, February 25, 1986",12129,""
44 FR 22027, ,"","","",Presidential Document,Executive Order,04/13/1979,1979-04-11,"",President's Commission on the Accident at Three Mile Island,"Revoked by: 		EO 12258, December 31, 1980",12130,""
44 FR 26841, ,"","","",Presidential Document,Executive Order,05/08/1979,1979-05-04,"",The President's Export Council,"Revokes: 		EO 11753, December 20, 1973
Amended by: 		EO 12258, December 31, 1980; 		EO 12399, December 31, 1982; 		EO 12489, September 28, 1984; 		EO 12534, September 30, 1985; 		EO 12551, February 21, 1986; 		EO 12610, September 30, 1987; 		EO 12692, September 29, 1989; 		EO 12774, September 27, 1991; 		EO 12869, September 30, 1993; 		EO 12974, September 29, 1995; 		EO 12991, March 6, 1996; 		EO 13062, September 29, 1997; 		EO 13138, September 30, 1999; 		EO 13225, September 28, 2001; 		EO 13316, September 17, 2003; 		EO 13385, September 29, 2005; 		EO 13396, December 19, 2011
Continued by: 		EO 13446, September 28, 2007; 		EO 13511, September 29, 2009
See: 		EO 13585, September 30, 2011; 		EO 13652, Setember 30, 2013",12131,""
44 FR 27377, ,"","","",Presidential Document,Executive Order,05/10/1979,1979-05-08,"",Creating an emergency board to investigate a dispute between the National Railway Labor Conference and certain of its employees,"Revoked by: 		EO 12379, August 17, 1982",12132,""
44 FR 27635, ,"","","",Presidential Document,Executive Order,05/11/1979,1979-05-09,"",Drug policy functions,"Revoked by: 		EO 12368, June 24, 1982",12133,""
44 FR 31159, ,"","","",Presidential Document,Executive Order,05/31/1979,1979-05-29,"",Delegation of authorities relating to motor gasoline end-user allocation,"Amended by: 		EO 12162, September 28, 1979
Revoked by: 		EO 12553, February 25, 1986",12140,""
44 FR 42657, ,"","","",Presidential Document,Executive Order,07/20/1979,1979-07-18,"",Management of Federal legal resources,"Amended by: 		EO 12608, September 9, 1987; 		EO 13286, February 28, 2003",12146,""
44 FR 43455, ,"","","",Presidential Document,Executive Order,07/25/1979,1979-07-23,"",United States Sinai Support Mission,"Amends: 		EO 11896, January 13, 1976
Revoked by: 		EO 12553, February 25, 1986",12150,""
44 FR 48949, ,"","","",Presidential Document,Executive Order,08/21/1979,1979-08-17,"",Decontrol of heavy oil,"Amended by: 		EO 12186, December 21, 1979; 		EO 12189, January 16, 1980
Revoked by: 		EO 12553, February 25, 1986",12153,""
44 FR 53071, ,"","","",Presidential Document,Executive Order,09/12/1979,1979-09-10,"",Strategic and critical materials,"Amends: 		EO 12148, July 20, 1979
Amended by: 		EO 12417, May 2, 1983
Revoked by: Pub. L. 100-180 (101 Stat. 1247, 50 U.S.C. 98 nt.)",12155,""
44 FR 53073, ,"","","",Presidential Document,Executive Order,09/12/1979,1979-09-10,"",Corrective amendments,"Amends: 		EO 12038, February 3, 1978; 		EO 12148, July 20, 1979",12156,""
44 FR 55787, ,"","","",Presidential Document,Executive Order,09/28/1979,1979-09-26,"",Providing for enhancement and coordination of Federal consumer programs,"Amended by: 		EO 12265, January 15, 1981; 		EO 13286, February 28, 2003",12160,""
44 FR 56673, ,"","","",Presidential Document,Executive Order,10/02/1979,1979-09-29,"",Administration of foreign assistance and related functions,"Amends: 		EO 10900, January 5, 1961; Memorandum of October 18, 1961; 		EO 11223, May 12, 1965; 		EO 11846, March 27, 1975; 		EO 11958, January 18, 1977; 		EO 12065, June 28, 1978; 		EO 11685, September 25, 1972; 		EO 12107, December 28, 1978; 		EO 12118, February 6, 1979
Revokes: 		EO 10893, November 8, 1960; 		EO 10973, November 3, 1961; 11261, December 11, 1965; 		EO 11417, July 24, 1968; 		EO 11432, October 22, 1968; 		EO 11816, October 23, 1974; 		EO 11841, February 28, 1975; 		EO 11959, January 18, 1977
Revokes in part: 		EO 11579, January 19, 1971 ; 		EO 11685, September 25, 1972
Amended by: 		EO 12226, July 22, 1980; 		EO 12292, February 23, 1981; 		EO 12321, September 14, 1981; 		EO 12365, May 24, 1982; 		EO 12423, May 26, 1983; 		EO 12458, January 14, 1984; 		EO 12500, January 24, 1985; 		EO 12560, May 24, 1986; 		EO 12608, September 9, 1987; 		EO 12620, December 24, 1987; 		EO 12639, May 6, 1988; 		EO 12680, July 5, 1989; 		EO 12738, December 14, 1990; 		EO 13030, December 12, 1996; 		EO 13091, June 29, 1998; 		EO 13118, March 31, 1999; 		EO 13346, July 8, 2004; 		EO 13361, November 16, 2004; 		EO 13656, January 17, 2014
See: Presidential Determination No. 91-20, January 25, 1991; 		EO 12884, December 1, 1993",12163,""
44 FR 56681, ,"","","",Presidential Document,Executive Order,10/02/1979,1979-09-29,"",Multilateral development institutions,"Amends: 		EO 11269, February 14, 1966",12164,""
44 FR 60971, ,"","","",Presidential Document,Executive Order,10/23/1979,1979-10-19,"",Export-Import Bank,"",12166,""
44 FR 69609, ,"","","",Presidential Document,Executive Order,12/04/1979,1979-11-30,"",Paperwork,"Revoked by: 		EO 12291, February 17, 1981",12174,""
44 FR 70705, ,"","","",Presidential Document,Executive Order,12/10/1979,1979-12-07,"",President's Commission on the coal industry,"Amends: 		EO 12103, December 14, 1978
Revoked by: 		EO 12258, December 31, 1980",12176,""
44 FR 71805, ,"","","",Presidential Document,Executive Order,12/12/1979,1979-12-10,"",Federal Government pension plans,"",12177,""
44 FR 72077, ,"","","",Presidential Document,Executive Order,12/13/1979,1979-12-11,"",Amending the Generalized System of Preferences,"Amends: 		EO 11888, November 24, 1975",12180,""
44 FR 74785, ,"","","",Presidential Document,Executive Order,12/18/1979,1979-12-14,"",Creating an Emergency Board to investigate a dispute between the Long Island Rail Road and certain of its employees,"Revoked by: 		EO 12379, August 17, 1982",12182,""
44 FR 74787, ,"","","",Presidential Document,Executive Order,12/18/1979,1979-12-16,"",Revoking Rhodesian sanctions,"Revokes: 		EO 11322, January 5, 1967; 		EO 11419, July 20, 1968; 		EO 11978, March 18, 1977",12183,""
44 FR 75093, ,"","","",Presidential Document,Executive Order,12/19/1979,1979-12-17,"",Conservation of petroleum and natural gas,"",12185,""
45 FR 3559, ,"","","",Presidential Document,Executive Order,01/18/1980,1980-01-16,"",Definition of heavy oil,"Amends: EO 12153, August 17, 1979
Revoked by: EO 12553, February 25, 1986",12189,""
45 FR 7773, ,"","","",Presidential Document,Executive Order,02/05/1980,1980-02-01,"",Advisory Committee on Small and Minority Business Ownership,"Committee continued by: EO 12258, December 31, 1980; EO 12399, December 31, 1982; EO 12489, September 28, 1984; EO 12534, September 30, 1985; EO 12610, September 30, 1987; EO 12692, September 29, 1989",12190,""
45 FR 9885, ,"","","",Presidential Document,Executive Order,02/14/1980,1980-02-12,"",Nuclear Cooperation With EURATOM,"Revoked by: EO 12553, February 25, 1986
See: EO 12351, March 9, 1982; EO 12295, February 24, 1981; EO 12506, March 4, 1985; EO 12554, February 28, 1986; EO 12753, March 8, 1991; EO 12791, March 9, 1992",12193,""
45 FR 12209, ,"","","",Presidential Document,Executive Order,02/25/1980,1980-02-21,"",Radiation Policy Council,"Revoked by: EO 12379, August 17, 1982",12194,""
45 FR 12373, ,"","","",Presidential Document,Executive Order,02/26/1980,1980-02-22,"",President's Commission on United States-Liberian Relations,"Revoked by: EO 12258, December 31, 1980",12195,""
45 FR 16441, ,"","","",Presidential Document,Executive Order,03/14/1980,1980-03-12,"",Levels IV and V of the Executive Schedule,"Amends: EO 12154, September 4, 1979",12199,""
45 FR 17939, ,"","","",Presidential Document,Executive Order,03/20/1980,1980-03-18,"",Nuclear Safety Oversight Committee,"Amended by: EO 12240, September 26, 1980
Revoked by: EO 12379, August 17, 1982; EO 12399, December 31, 1982",12202,""
45 FR 24099, ,"","","",Presidential Document,Executive Order,04/09/1980,1980-04-07,"",Prohibiting certain transactions with Iran,"Amended by: EO 12211, April 17, 1980
Revoked in part by: EO 12282, January 19, 1981
See: DOT Notice of September 28, 1993, 58 FR 50626",12205,""
45 FR 24101, ,"","","",Presidential Document,Executive Order,04/09/1980,1980-04-07,"",Amendment of delegation of authority with respect to entry of certain aliens into the United States,"Amends: EO 12172, November 26, 1979",12206,""
45 FR 25789, ,"","","",Presidential Document,Executive Order,04/16/1980,1980-04-15,"",Consultations on the admission of refugees,"Amended by: EO 12608, September 9, 1987; EO 13286, February 28, 2003",12208,""
45 FR 26313, ,"","","",Presidential Document,Executive Order,04/18/1980,1980-04-16,"",Administration of arms export controls,"Amends: EO 11958, January 18, 1977",12210,""
45 FR 26685, ,"","","",Presidential Document,Executive Order,04/21/1980,1980-04-17,"",Further prohibitions on transactions with Iran,"Amends: EO 12205, April 7, 1980
Revoked in part by: EO 12282, January 19, 1981
See: EO 12276, January 19, 1981; EO 12277, January 19, 1981; EO 12278, January 19, 1981; EO 12279, January 19, 1981; EO 12280, January 19, 1981; EO 12281, January 19, 1981; EO 12282, January 19, 1981; EO 12283, January 19, 1981; EO 12284, January 19, 1981; EO 12294, February 24, 1981; DOT notice of September 28, 1993, 58 FR 50626",12211,""
45 FR 29557, ,"","","",Presidential Document,Executive Order,05/05/1980,1980-05-02,"",Department of Education,"Revoked by: EO 12553, February 25, 1986",12212,""
45 FR 29781, ,"","","",Presidential Document,Executive Order,05/06/1980,1980-05-02,"",United States Holocaust Memorial Council,"Amends: EO 12169, October 26, 1979",12213,""
45 FR 29783, ,"","","",Presidential Document,Executive Order,05/06/1980,1980-05-02,"",Administration of the Export Administration Act of 1979,"See: EO 12444, October 14, 1983; EO 12451, December 20, 1983; EO 12730, September 30, 1990; EO 12867, September 30, 1993; EO 12923, June 30, 1994; EO 12924, August 19, 1994; EO 13206, April 4, 2001; EO 13222, August 17, 2001",12214,""
