citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
43 FR 54193, ,"","","",Presidential Document,Executive Order,11/21/1978,1978-11-17,"",President's Commission on Pension Policy,"Amends: EO 12071, July 12, 1978
Revoked by: EO 12379, August 17, 1982",12100,""
43 FR 58537, ,"","","",Presidential Document,Executive Order,12/15/1978,1978-12-14,"",President's Commission on the Coal Industry,"Revokes: EO 12062, May 26, 1978
Amended by: EO 12176, December 7, 1979
Revoked by: EO 12258, December 31, 1980",12103,""
43 FR 59465, ,"","","",Presidential Document,Executive Order,12/21/1978,1978-12-19,"",Garnishment of moneys payable to employees of executive agencies and the District of Columbia,"Revokes: EO 11881, October 3, 1975
Amended by: EO 12107, December 28, 1978",12105,""
44 FR 1055, ,"","","",Presidential Document,Executive Order,01/03/1979,1978-12-28,"",Relating to the Civil Service Commission and labor-management in the Federal service,"Amends: EO 8743, April 23, 1941; EO       8744, April 24, 1941; EO 9230, August 20,       1942; EO 9712, April 13, 1946; EO       9830, February 24, 1947; EO 9932, February       27, 1948; EO 9961, May 19, 1948; EO       10000, September 16, 1948; EO 10242, May       8, 1951; EO 10422, January 9, 1953;       EO 10450, April 27, 1953; EO       10459, June 2, 1953; EO 10530, May 10,       1954; EO 10540, June 29, 1954; EO       10549, August 2, 1954; EO 10550, August       5, 1954; EO 10552, August 10, 1954; 10556,       September 1, 1954; EO 10577, November 22,       1954; EO 10641, October 26, 1955; EO       10647, November 28, 1955; EO 10717, June       27, 1957; EO 10763, April 23, 1958; EO       10774, July 25, 1958; EO 10804, February       12, 1959; EO 10826, June 25, 1959; EO       10880, June 7, 1960; EO 10903,       January 9, 1961; EO 10927, March 18,       1961; EO 10973, November 3, 1961;       EO 10982, December 25, 1961; EO       11022, May 14, 1962; EO 11103,       April 10, 1963; EO 11171, August 18, 1964;       EO 11183, October 3, 1964; EO       11203, March 12, 1965; EO 11219, May 6,       1965; EO 11222, May 8, 1965; EO       11228, June 14, 1965; EO 11246, September       24, 1965; EO 11264, December 31, 1965; EO       11315, November 17, 1966; EO 11348, April       20, 1967; EO 11355, May 26, 1967; EO       11422, August 15, 1968; EO 11434, November       18, 1968; EO 11438, December 3, 1968; EO       11451, January 19, 1969; EO 11490,       October 28, 1969; EO 11521, March 26, 1970;       EO 11541, July 1, 1970; EO       11552, August 24, 1970; EO 11561, September       25, 1970; EO 11560, November 24, 1970; EO       11579, January 19, 1971; EO 11589, April       1, 1971; EO 11603, June 30, 1971; EO       11609, July 22, 1971; EO 11616, August       26, 1971; EO 11639, January 11, 1972; EO       11648, February 16, 1972; EO 11721, May       23, 1973; EO 11744, October 24, 1973; EO       11787, June 11, 1974; EO 11817, November       5, 1974; EO 11838, February 6, 1975; EO       11890, December 10, 1975; EO 11895, January       6, 1976; EO 11899, January 22, 1976; EO       11901, January 30, 1976; EO 11935, September       2, 1976; EO 11938, September 29, 1976; EO       11955, January 10, 1977; EO 12004,       July 20, 1977; EO 12008, August 25,       1977; EO 12014, October 19, 1977; EO       12015, October 26, 1977; EO 12027,       December 5, 1977; EO 12043, March 7, 1978; EO       12049, March 27, 1978; EO 12067, June 30, 1978;       EO 12070, June 30, 1978; EO 12089,       October 23, 1978; EO 12105, December 19, 1978; EO       12106, December 28, 1978
Revokes: EO 10540, June 29, 1954; EO       10561, September 13, 1954
Amended by: EO 12126, March 29, 1979; EO       12128, April 4, 1979; EO 12163, September       29, 1979; EO 12353, March 23, 1982; EO       12363, May 21, 1982; EO 12379, August       17, 1982",12107,""
44 FR 1067, ,"","","",Presidential Document,Executive Order,01/03/1979,1978-12-28,"",Federal physicians comparability allowance,"",12109,""
44 FR 1069, ,"","","",Presidential Document,Executive Order,01/03/1979,1978-12-28,"",Continuance of certain Federal advisory committees,"Continues committees established by: EO 11145,       March 7, 1964; EO 11183, October 3, 1964;       EO 11287, June 28, 1966; EO       11562, September 25, 1970; EO 11753, December       20, 1973; EO 11776, March 28, 1974;       EO 11807, September 28, 1974; EO       11960, February 5, 1977; EO 11992,       May 24, 1977; EO 12059, May 11, 1978; EO       12063, June 5, 1978 EO 12064, June 5, 1978; EO       12084, September 27, 1978
Revokes: EO 11482, September 22, 1969;       EO 11849, April 1, 1975; EO       11534, June 4, 1970; EO 11971,       February 11, 1977; EO 11973, February       17, 1977; EO 11982, April 29, 1977;       EO 11998, June 27, 1977
Supersedes: EO 11948, December 20, 1976
Superseded by: EO 12258, December 31, 1980",12110,""
44 FR 1955, ,"","","",Presidential Document,Executive Order,01/09/1979,1979-01-04,"",Independent water project review,"Revokes: 		EO 9384, October 4, 1943
Amended by: 		EO 12141, June 5, 1979
Revoked by: 		EO 12322, September 17, 1981",12113,""
44 FR 4645, ,"","","",Presidential Document,Executive Order,01/23/1979,1979-01-19,"",Permanent American cemetery in the Republic of Panama,"",12115,""
44 FR 4647, ,"","","",Presidential Document,Executive Order,01/23/1979,1979-01-19,"",Issuance of food stamps by the Postal Service,"",12116,""
44 FR 7939, ,"","","",Presidential Document,Executive Order,02/08/1979,1979-02-06,"",Administration of Security Assistance Programs,"Amends: 		EO 10973, November 3, 1961; 		EO 11958, January 18, 1977
Revokes in part: 		EO 10973, November 3, 1961
Amended by: 		EO 12163, September 29, 1979",12118,""
44 FR 10697, ,"","","",Presidential Document,Executive Order,02/23/1979,1979-02-14,"",The Honorable Adolph Dubs,"",12120,""
44 FR 11199, ,"","","",Presidential Document,Executive Order,02/28/1979,1979-02-26,"",Offshore oil spill pollution,"Amended by: 		EO 12418, May 5, 1983
Revoked by: 		EO 12777, October 18, 1991",12123,""
44 FR 16879, ,"","","",Presidential Document,Executive Order,03/20/1979,1979-03-15,"",Competitive status for handicapped Federal employees,"",12125,""
44 FR 19367, ,"","","",Presidential Document,Executive Order,04/03/1979,1979-03-31,"",Federal Emergency Management Agency,"",12127,""
44 FR 27637, ,"","","",Presidential Document,Executive Order,05/11/1979,1979-05-09,"",Printing services within the Executive Office,"",12134,""
44 FR 27639, ,"","","",Presidential Document,Executive Order,05/11/1979,1979-05-09,"",The President's Advisory Committee for Women,"Revokes in part: 		EO 12050, April 4, 1978
Revokes: 		EO 12057, May 8, 1978
Committee continued by: 		EO 12258, December 31, 1980
Revoked by: 		EO 12336, December 21, 1981",12135,""
44 FR 28771, ,"","","",Presidential Document,Executive Order,05/17/1979,1979-05-15,"",The President's Commission on Executive Exchange,"Supersedes: 		EO 11451, January 19, 1969
Revoked by: 		EO 12493, December 5, 1984",12136,""
44 FR 29023, ,"","","",Presidential Document,Executive Order,05/18/1979,1979-05-16,"",The Peace Corps,"Supersedes: 		EO 11041, August 6, 1962; 		EO 11250, October 10, 1965; 		EO 11470, May 26, 1969; 		EO 11603, June 30, 1971
Amended by: 		EO 12245, October 6, 1980; 		EO 12292, February 23, 1981; 		EO 12399, December 31, 1982; 		EO 13724, April 8, 2016
Continued by: 		EO 12258, December 31, 1980",12137,""
44 FR 29637, ,"","","",Presidential Document,Executive Order,05/22/1979,1979-05-18,"","Creating a National Women's Business Enterprise Policy and prescribing arrangements for developing, coordinating and implementing a national program for women's business enterprise","Amended by: 		EO 12608, September 9, 1987",12138,""
44 FR 30311, ,"","","",Presidential Document,Executive Order,05/25/1979,1979-05-23,"",Foreign intelligence electronic surveillance,"Amends: 		EO 12036, January 24, 1978
Amended by: 		EO 12333, December 4, 1981; 		EO 13383, July 15, 2005; EO 13475, October 7, 2008",12139,""
44 FR 32635, ,"","","",Presidential Document,Executive Order,06/07/1979,1979-06-05,"",Independent water project review,"Amends: 		EO 12113, January 4, 1979
Revoked by: 		EO 12322, September 17, 1981",12141,""
44 FR 36927, ,"","","",Presidential Document,Executive Order,06/25/1979,1979-06-21,"",Alaska natural gas transportation system,"",12142,""
44 FR 37191, ,"","","",Presidential Document,Executive Order,06/26/1979,1979-06-22,"",Maintaining unofficial relations with the people on Taiwan,"Supersedes: Memorandum of December 30, 1978
Superseded by: 		EO 13014, August 15, 1996",12143,""
44 FR 37193, ,"","","",Presidential Document,Executive Order,06/26/1979,1979-06-22,"",Transfer of certain equal pay and age discrimination in employment enforcement functions,"",12144,""
44 FR 42653, ,"","","",Presidential Document,Executive Order,07/20/1979,1979-07-18,"",Foreign Service Retirement and Disability System,"Revokes: 		EO 11952, January 7, 1977
Revoked by: 		EO 12292, February 23, 1981",12145,""
44 FR 42957, ,"","","",Presidential Document,Executive Order,07/23/1979,1979-07-19,"",United States International Development Cooperation Agency,"",12147,""
44 FR 43239, ,"","","",Presidential Document,Executive Order,07/24/1979,1979-07-20,"",Federal Emergency Management,"Amends: 		EO 10421, December 31, 1952; 		EO 10480, August 14, 1953; 		EO 10582, December 17, 1954; 		EO 10789, November 14, 1958; 		EO 11179, September 22, 1964; 		EO 11331, March 6, 1967; 		EO 11345, April 20, 1967; 		EO 11371, September 6, 1967; 		EO 11490, October 28, 1969; 		EO 11578, January 13, 1971; 		EO 11658, March 22, 1972; 		EO 11659, March 22, 1972; 		EO 11912, April 13, 1976; 		EO 11988, May 24, 1977; 		EO 12046, March 27, 1978; 		EO 12065, June 28, 1978; 		EO 12075, August 16, 1978; 		EO 12083, September 27, 1978
Revokes: 		EO 10242, May 8, 1951; 		EO 10494, October 14, 1953; 		EO 10529, April 22, 1954; 		EO 10601, March 21, 1955; 		EO 10634, August 25, 1955; 		EO 10952, July 20, 1961; 		EO 11051, September 27, 1962; 		EO 11415, June 24, 1968; 		EO 11725, June 27, 1973; 		EO 11749, December 10, 1973
Revokes in part: 		EO 10296, October 2, 1951; 		EO 10900, January 10, 1961; 		EO 11795, July 11, 1974
Amended by: 		EO 12155, September 10, 1979; 		EO 12156, September 10, 1979; 		EO 12319, September 9, 1981; 		EO 12356, April 2, 1982; 		EO 12379, August 17, 1982; 		EO 12381, September 8, 1982; 		EO 12657, November 18, 1988; 		EO 12673, March 23, 1989; 		EO 13286, February 28, 2003
Superseded or revoked in part by: 		EO 12919, June 3, 1994",12148,""
44 FR 43247, ,"","","",Presidential Document,Executive Order,07/24/1979,1979-07-20,"",Federal Regional Councils,"Revokes: 		EO 11647, February 10, 1972
Revoked by: 		EO 12314, July 22, 1981",12149,""
44 FR 48141, ,"","","",Presidential Document,Executive Order,08/17/1979,1979-08-14,"",President's Commission on the Holocaust,"Amends: 		EO 12093, November 1, 1978
Revoked by: 		EO 12258, December 31, 1980",12151,""
44 FR 48143, ,"","","",Presidential Document,Executive Order,08/17/1979,1979-08-14,"",Director of the Office of Management and Budget,"",12152,""
44 FR 51965, ,"","","",Presidential Document,Executive Order,09/06/1979,1979-09-04,"",Levels IV and V of the Executive Schedule,"Revokes: 		EO 12076, August 18, 1978
Amended by: 		EO 12199, March 12, 1980; 		EO 12236, September 3, 1980; 		EO 12237, September 3, 1980; 		EO 12422, May 20, 1983; 		EO 12431, July 8, 1983; 		EO 12608, September 9, 1987; 		EO 12678, April 28, 1989; 		EO 12679, June 23, 1989; 		EO 12749, February 4, 1991; 		EO 12758, April 5, 1991; 		EO 12814, September 10, 1992; 		EO 12833, January 19, 1993; 		EO 12841, March 9, 1993; 		EO 12942, December 12, 1994; 		EO 13063, September 30, 1997",12154,""
44 FR 54035, ,"","","",Presidential Document,Executive Order,09/18/1979,1979-09-14,"",President's Management Improvement Council,"Revoked by: 		EO 12258, December 31, 1980",12157,""
"44 FR 54451, 54685", ,"","","",Presidential Document,Executive Order,09/20/1979,1979-09-18,"",Awards for special capability in the visual and performing arts and in creative writing,"Amends: 		EO 11155, May 23, 1964",12158,""
44 FR 54687, ,"","","",Presidential Document,Executive Order,09/21/1979,1979-09-20,"","Creating an emergency board to investigate disputes between the Chicago, Rock Island, Pacific Railroad & Peoria Terminal Company and Brotherhood of Railway, Airline & Steamship Clerks, Freight Handlers, Express and Station Employees; and the United Transportation Union","Revoked by: 		EO 12379, August 17, 1982",12159,""
44 FR 56663, ,"","","",Presidential Document,Executive Order,10/02/1979,1979-09-28,"",Second year of Anti-Inflation Program,"Amends: 		EO 12092, November 1, 1978
Revoked by: 		EO 12288, January 29, 1981",12161,""
44 FR 56665, ,"","","",Presidential Document,Executive Order,10/02/1979,1979-09-28,"",Amendment to Executive Order 12140,"Amends: 		EO 12140, May 29, 1979
Revoked by: 		EO 12553, February 25, 1986",12162,""
44 FR 58671, ,"","","",Presidential Document,Executive Order,10/11/1979,1979-10-09,"",Adjustments of certain rates of pay and allowances,"Supersedes: 		EO 12087, October 7, 1978
Amended by: 		EO 12200, March 12, 1980
Superseded by: 		EO 12248, October 16, 1980",12165,""
44 FR 61167, ,"","","",Presidential Document,Executive Order,10/24/1979,1979-10-23,"",Waiver under the Trade Act of 1974 with respect to the People's Republic of China,"",12167,""
44 FR 61559, ,"","","",Presidential Document,Executive Order,10/26/1979,1979-10-24,"",President's Commission for a National Agenda for the Eighties,"Revoked by: 		EO 12399, December 31, 1982",12168,""
44 FR 62277, ,"","","",Presidential Document,Executive Order,10/30/1979,1979-10-26,"",United States Holocaust Memorial Council,"Amended by: 		EO 12213, May 2, 1980",12169,""
44 FR 65729, ,"","","",Presidential Document,Executive Order,11/15/1979,1979-11-14,"",Blocking Iranian Government property,"See: 		EO 12276, January 19, 1981; 		EO 12277, January 19, 1981; 		EO 12278, January 19, 1981; 		EO 12279, January 19, 1981; 		EO 12280, January 19, 1981; 		EO 12281, January 19, 1981; 		EO 12282, January 19, 1981; 		EO 12283, January 19, 1981; 		EO 12284, January 19, 1981; 		EO 12294, February 24, 1981; Notice of November 12, 1980; Notice of November 12, 1981; Notice of November 8, 1982; Notice of November 4, 1983; Notice of November 17, 1984; Notice of November 1, 1985; Notice of October 30, 1986; Notice of November 10, 1987; Notice of November 8, 1988; Notice of November 10, 1989; Notice of November 9, 1990; Notice of November 12, 1991; Notice of October 25, 1992; Notice of November 1, 1993; Notice of October 31, 1994; Notice of October 31, 1995; Notice of October 29, 1996; Notice of September 30, 1997; Notice of November 9, 1998; Notice of November 5, 1999; Notice of November 9, 2000; Notice of November 9, 2001; Notice of November 12, 2002; Notice of November 12, 2003; Notice of November 9, 2004; Notice of November 9, 2005; Notice of November 9, 2006; Notice of March 8, 2007; Notice of November 8, 2007; Notice of March 11, 2008; Notice of November 10, 2008; Notice of March 11, 2009; Notice of November 12, 2009; Notice of March 10, 2010; 		EO 13599, February 5, 2012",12170,""
44 FR 67947, ,"","","",Presidential Document,Executive Order,11/28/1979,1979-11-26,"",Entry of Iranian aliens into the United States,"Amended by: 		EO 12206, April 7, 1980",12172,""
44 FR 69271, ,"","","",Presidential Document,Executive Order,12/03/1979,1979-11-29,"",Continuing applicability of Panama Canal regulations,"Amended by: 		EO 12203, March 26, 1980
See Final Rule of July 14, 1986 (51 FR 21358) which replaced text of 		EO 12173 with 		EO 12215, May 27, 1980 and termed 		EO 12173 ""obsolete"" in document summary",12173,""
44 FR 70703, ,"","","",Presidential Document,Executive Order,12/10/1979,1979-12-07,"",Reorganization of functions relating to international trade,"",12175,""
44 FR 71807, ,"","","",Presidential Document,Executive Order,12/12/1979,1979-12-10,"","Functions under the Foreign Assistance Act of 1961, as amended","Amends: 		EO 11223, May 12, 1965",12178,""
44 FR 71811, ,"","","",Presidential Document,Executive Order,12/12/1979,1979-12-11,"","Providing for the closing of Government departments and agencies on Monday, December 24, 1979","",12179,""
44 FR 72083, ,"","","",Presidential Document,Executive Order,12/13/1979,1979-12-11,"",Amending the Generalized System of Preferences,"Amends: 		EO 11888, November 24, 1975",12181,""
44 FR 75091, ,"","","",Presidential Document,Executive Order,12/19/1979,1979-12-17,"",Relating to the President's Commission for the Study of Ethical Problems in Medicine and Biomedical and Behavioral Research,"Revoked by: 		EO 12553, February 25, 1986",12184,""
44 FR 76477, ,"","","",Presidential Document,Executive Order,12/27/1979,1979-12-21,"",Change in definition of heavy oil,"Amends: 		EO 12153, August 17, 1979
Revoked by: 		EO 12553, February 25, 1986",12186,""
45 FR 3, ,"","","",Presidential Document,Executive Order,01/02/1980,1979-12-29,"",Base production control level for marginal properties,"Amended by: 		EO 12209, April 16, 1980
Revoked by: 		EO 12553, February 25, 1986",12187,""
45 FR 989, ,"","","",Presidential Document,Executive Order,01/04/1980,1980-01-02,"",International trade functions,"Amends: EO 11269, February 14, 1966; EO 11539, June 30, 1970; EO 11651, March 3, 1972; EO 11703, February 7, 1973; EO 11846, March 27, 1975; EO 11858, May 7, 1975; Memorandum of December 14, 1979
Revokes: EO 12096, November 2, 1978
Revoked in part by: EO 12292, February 23, 1981
Amended by: EO 13118, March 31, 1999; EO 13286, February 28, 2003
See: EO 12363, May 21, 1982",12188,""
45 FR 7997, ,"","","",Presidential Document,Executive Order,02/06/1980,1980-02-01,"",Federal Facility Ridesharing Program,"",12191,""
45 FR 9727, ,"","","",Presidential Document,Executive Order,02/13/1980,1980-02-12,"",State Planning Council on Radioactive Waste Management,"Revoked by: EO 12379, August 17, 1982",12192,""
45 FR 12769, ,"","","",Presidential Document,Executive Order,02/27/1980,1980-02-26,"",Occupational safety and health programs for Federal employees,"Revokes: EO 11807, September 28, 1974
Amended by: EO 12223, June 30, 1980; EO 12258, December 31, 1980; EO 12399, December 12, 1982; EO 12489, September 28, 1984; EO 12534, September 30, 1985; EO 12610, September 30, 1987; EO 12692, September 29, 1989; EO 12774, September 27, 1991; EO 12869, September 30, 1993; EO 12974, September 29, 1995; EO 13062, September 29, 1997; EO 12608, September 9, 1987; EO 13138, September 30, 1999; EO 13225, September 28, 2001; EO 13316, September 17, 2003; EO 13385, September 29, 2005
Continued by: EO 13446, September 28, 2007; EO 13511, September 29, 2009",12196,""
45 FR 14833, ,"","","",Presidential Document,Executive Order,03/07/1980,1980-03-05,"",Central Intelligence Agency Retirement and Disability System,"",12197,""
45 FR 16932, ,"","","",Presidential Document,Executive Order,03/14/1980,1980-03-12,"","Prescribing amendments to the Manual for Courts-Martial, United States, 1969 (Revised Edition)","Amends: EO 11476, June 19, 1969 (which was rescinded by EO 12473, April 13, 1984)
Amended by: EO 12233, September 1, 1980
See: EO 11835, January 27, 1975; EO 12018, November 3, 1977; EO 12306, June 1, 1981",12198,""
45 FR 16443, ,"","","",Presidential Document,Executive Order,03/14/1980,1980-03-12,"",Rates of pay and allowances,"Amends: EO 12165, October 9, 1979
Superseded by: EO 12248, October 16, 1980",12200,""
45 FR 17123, ,"","","",Presidential Document,Executive Order,03/18/1980,1980-03-14,"",Credit control,"Amended by: EO 12225, July 3, 1980",12201,""
45 FR 20451, ,"","","",Presidential Document,Executive Order,03/28/1980,1980-03-26,"",Continuing applicability of Panama Canal regulations,"Amends: EO 12173, November 29, 1979",12203,""
45 FR 20740, ,"","","",Presidential Document,Executive Order,03/28/1980,1980-03-27,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975; Proc. 4707, December 11, 1979",12204,""
45 FR 25373, ,"","","",Presidential Document,Executive Order,04/15/1980,1980-04-12,"",Creating an emergency board to investigate a dispute between the Port Authority Trans-Hudson Corporation and certain of its employees,"Revoked by: EO 12379, August 17, 1982",12207,""
45 FR 26311, ,"","","",Presidential Document,Executive Order,04/18/1980,1980-04-16,"",Base production level for marginal properties,"Amends: EO 12187, December 29, 1979
Revoked by: EO 12553, February 25, 1986",12209,""
45 FR 36043, ,"","","",Presidential Document,Executive Order,05/29/1980,1980-05-27,"",Delegation of Panama Canal functions,"Amends: EO 11609, July 22, 1971
Revokes: EO 11713, April 21, 1973
Amended by: EO 12652, September 19, 1988
See: Final Rule of July 14, 1996 ( 51 FR 21358) which replaced text of EO 12173 with EO 12215, May 27, 1980 and termed EO 12173 ""obsolete"" in document summary",12215,""
45 FR 41623, ,"","","",Presidential Document,Executive Order,06/20/1980,1980-06-18,"",Federal compliance with fuel use prohibitions,"Revoked by: EO 12437, August 11, 1983
See: EO 12088, October 13, 1978",12217,""
45 FR 41625, ,"","","",Presidential Document,Executive Order,06/20/1980,1980-06-19,"",Export of special nuclear material and components to India,"",12218,""
45 FR 41897, ,"","","",Presidential Document,Executive Order,06/23/1980,1980-06-19,"",Presidential Commission on World Hunger,"Amends: EO 12078, September 5, 1978
Revoked by: EO 12258, December 31, 1980",12219,""
45 FR 44249, ,"","","",Presidential Document,Executive Order,07/01/1980,1980-06-27,"",Improving Government regulations,"Amends: EO 12044, March 23, 1978
Revoked by: EO 12291, February 17, 1981",12221,""
45 FR 45233, ,"","","",Presidential Document,Executive Order,07/02/1980,1980-06-28,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975",12222,""
45 FR 49237, ,"","","",Presidential Document,Executive Order,07/24/1980,1980-07-22,"",United States Sinai Support Mission,"Amends: EO 11896, January 13, 1976
Revoked by: EO 12553, February 25, 1986",12227,""
45 FR 49903, ,"","","",Presidential Document,Executive Order,07/28/1980,1980-07-24,"",Allowances for personnel on foreign duty,"Revokes: EO 10853, November 27, 1959
Amended by: EO 12292, February 23, 1981
See: EO 10000, September 16, 1948",12228,""
45 FR 51167, ,"","","",Presidential Document,Executive Order,08/01/1980,1980-07-30,"",Competitive status for special agents of the Drug Enforcement Administration,"",12230,""
45 FR 52139, ,"","","",Presidential Document,Executive Order,08/06/1980,1980-08-04,"",Strategic petroleum reserve,"See: EO 11790, June 25, 1974",12231,""
45 FR 58503, ,"","","",Presidential Document,Executive Order,09/04/1980,1980-09-01,"","Amendments to the Manual for Courts Martial, United States, 1969 (Revised edition)","Amends: EO 11476, June 19, 1969 (which was rescinded by EO 12473, April 13, 1984); EO 12198, March 12, 1980",12233,""
45 FR 58801, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Enforcement of the Convention for the Safety of Life at Sea,"Revokes: EO 10402, October 30, 1952
Supersedes in part: EO 11239, July 31, 1965",12234,""
45 FR 58805, ,"","","",Presidential Document,Executive Order,09/05/1980,1980-09-03,"",Levels IV and V of the Executive Schedule,"Amends: EO 12154, September 4, 1979",12236,""
45 FR 62967, ,"","","",Presidential Document,Executive Order,09/23/1980,1980-09-21,"",Suspension of certain Armed Forces promotion and disability separation limitations,"Revokes: EO 12082, September 19, 1978
Revoked by: EO 12396, December 9, 1982",12239,""
45 FR 65175, ,"","","",Presidential Document,Executive Order,10/02/1980,1980-09-30,"",Synthetic fuels,"Revoked by: EO 12346, February 8, 1982",12242,""
45 FR 66769, ,"","","",Presidential Document,Executive Order,10/08/1980,1980-10-06,"",The Peace Corps Advisory Council,"Amends: EO 12137, May 16, 1979",12245,""
45 FR 68625, ,"","","",Presidential Document,Executive Order,10/16/1980,1980-10-15,"",Federal Actions in the Lake Tahoe region,"Revoked by: EO 12298, March 12, 1981",12247,""
45 FR 69199, ,"","","",Presidential Document,Executive Order,10/20/1980,1980-10-16,"",Adjustments of certain rates of pay and allowances,"Superseded by: EO 12330, October 15, 1981",12248,""
45 FR 72995, ,"","","",Presidential Document,Executive Order,11/04/1980,1980-11-02,"",Leadership and coordination of nondiscrimination laws,"Revokes: EO 11764, January 21, 1974; EO 11914, April 28, 1976
Amended by: EO 12898, February 11, 1994 (supplements)
See: EO 13160, June 23, 2000; EO 14281, April 23, 2025",12250,false
45 FR 76085, ,"","","",Presidential Document,Executive Order,11/18/1980,1980-11-15,"",Cuban and Haitian entrants,"Revokes: EO 12246, October 15, 1980
Revoked by: EO 12341, January 21, 1982",12251,""
45 FR 78995, ,"","","",Presidential Document,Executive Order,11/28/1980,1980-11-26,"",Central Intelligence Agency Retirement and Disability System,"",12253,""
45 FR 80463, ,"","","",Presidential Document,Executive Order,12/05/1980,1980-12-03,"",National Advisory Community Investment Board,"Revoked by: EO 12553, February 25, 1986",12254,""
45 FR 80807, ,"","","",Presidential Document,Executive Order,12/08/1980,1980-12-05,"","Providing for the Closing of Government Departments and Agencies on Friday, December 26, 1980","",12255,""
45 FR 83189, ,"","","",Presidential Document,Executive Order,12/18/1980,1980-12-15,"",Census statistics on legal immigrants,"Revoked by: EO 12553, February 25, 1986",12256,""
46 FR 2023, ,"","","",Presidential Document,Executive Order,01/08/1981,1981-01-05,"",Gasohol in Federal motor vehicles,"",12261,""
46 FR 2313, ,"","","",Presidential Document,Executive Order,01/09/1981,1981-01-07,"",Interagency Employee Benefit Council,"Revoked by: EO 12379, August 17, 1982",12262,""
46 FR 4659, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Federal policy regarding the export of banned or significantly restricted materials,"Revoked by: EO 12290, February 17,       1981",12264,""
46 FR 4669, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Amending the Generalized System of Preferences,"Amends: EO 11888, November 24, 1975",12267,""
46 FR 4677, ,"","","",Presidential Document,Executive Order,01/19/1981,1981-01-15,"",Continuance of certain Federal advisory committees,"Amends: EO 12258, December 31, 1980
Amended by: EO 12336, December 21,       1981",12271,""
46 FR 5853, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Foreign Service Retirement and Disability System,"",12272,""
46 FR 5854, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Central Intelligence Agency Retirement and Disability System,"",12273,""
46 FR 5855, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Military pay and allowances,"Amends: EO 11157, June 22, 1964",12274,""
46 FR 5857, ,"","","",Presidential Document,Executive Order,01/21/1981,1981-01-16,"",Design Liaison Council,"Revoked by: EO 12379, August 17, 1982",12275,""
"46 FR 7917, 10895", ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",Direction to transfer Iranian Government assets overseas,"Ratified by: EO 12294, February 24,       1981
See: EO 12160, November 14, 1979; EO       12211, April 17, 1980",12278,""
"46 FR 7917, 10897", ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",Direction to transfer Iranian Government assets held by domestic banks,"Ratified by: EO 12294, February 24,       1981
See: EO 12160, November 14, 1979; EO       12211, April 17, 1980",12279,""
46 FR 7923, ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",Direction to transfer certain Iranian Government assets,"Ratified by: EO 12294, February 24,       1981
See: EO 12160, November 14, 1979; EO       12211, April 17, 1980; EO 13599, February 5, 2012",12281,""
46 FR 7927, ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",Non-prosecution of claims of hostages and for actions at the United States Embassy and elsewhere,"Ratified by: EO 12294, February 24,       1981
See: EO 12160, November 14, 1979; EO       12211, April 17, 1980",12283,""
46 FR 7929, ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",Restrictions on the transfer of property of the former Shah of Iran,"Ratified by: EO 12294, February 24,       1981
See: EO 12160, November 14, 1979; EO       12211, April 17, 1980",12284,""
46 FR 7931, ,"","","",Presidential Document,Executive Order,01/23/1981,1981-01-19,"",President's Commission on Hostage Compensation,"Ratified by: EO 12294, February 24,       1981
Amended by: EO 12307, June 4, 1981;       EO 12317, August 14, 1981
Revoked by: EO 12379, August 17, 1982",12285,""
42 FR 4393, ,"","","",Presidential Document,Executive Order,01/24/1977,1977-01-21,"","Relating to violations of the Selective Service Act, August 4, 1964 to March 28, 1973","See: Proc. 4313, September 16, 1974; EO      11803, September 16, 1974; Proc. 4483, January 21, 1977",11967,""
42 FR 6791, ,"","","",Presidential Document,Executive Order,02/04/1977,1977-02-02,"",Administration of the Emergency Natural Gas Act of 1977,"Amended by: EO 12038, February 3, 1978
Revoked by: EO 12553, February 25, 1986
See: Proc. 4485, February 2, 1977",11969,""
42 FR 7919, ,"","","",Presidential Document,Executive Order,02/08/1977,1977-02-05,"",Presidential Advisory Board on Ambassadorial Appointments,"Board continued by: EO 12110, December 28,      1978; EO 12258, December 31, 1980
Revoked by: EO 12299, March 17, 1981",11970,""
