citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,executive_order_number,not_received_for_publication
56 FR 11903, ,"","","",Presidential Document,Executive Order,03/20/1991,1991-03-18,"",Continuance of the President's Drug Advisory Council,"",12756,""
56 FR 16257, ,"","","",Presidential Document,Executive Order,04/19/1991,1991-04-17,"",Federal energy management,"Revoked by: EO 12902, March 8, 1994; EO      13123, June 3, 1999",12759,""
56 FR 21062, ,"","","",Presidential Document,Executive Order,05/06/1991,1991-05-02,"",President's Commission on Executive Exchange,"Revokes: EO 12493, December 5, 1984",12760,""
56 FR 25993, ,"","","",Presidential Document,Executive Order,06/06/1991,1991-06-04,"",Amendment relating to basic allowance for quarters,"Amends: EO 11157, June 22, 1964",12762,""
56 FR 25994, ,"","","",Presidential Document,Executive Order,06/06/1991,1991-06-04,"",Facilitating the operation of the Advisory Commission on Conferences in Ocean Shipping,"",12763,""
56 FR 30302, ,"","","",Presidential Document,Executive Order,07/02/1991,1991-06-28,"",Extension of the President's Council of Advisors on Science and Technology,"Amends: EO 12700, January 19, 1990
Revoked by: EO 12882, November 23,      1993",12768,""
56 FR 49387, ,"","","",Presidential Document,Executive Order,09/30/1991,1991-09-26,"",Amending Executive Order No. 10480,"Amends: EO 10480, August 14,      1953
Revoked in part by: EO 12919, June 3, 1994
Superseded by: EO 12919, June 3, 1994",12773,""
56 FR 49835, ,"","","",Presidential Document,Executive Order,10/01/1991,1991-09-27,"",Continuance of certain Federal advisory committees,"Continues certain committee established by: EO      11145, March 7, 1964; EO 11183, October      3, 1964; EO 11287, October 24, 1964; EO      11776, March 28, 1974; EO 12131, May 4,      1979; EO 12196, February 26, 1980; EO      12216, June 18, 1980; EO 12345, February      2, 1982; EO 12367, June 15, 1982; EO      12382, September 13, 1982
Revokes: EO 12658, November 18, 1988 ; EO      12686, August 4, 1989
Revokes in part: EO 12661, December 27,      1988
Supersedes: EO 12692, September 29,      1989
Superseded by: EO 12869, September      30, 1993",12774,""
56 FR 54757, ,"","","",Presidential Document,Executive Order,10/22/1991,1991-10-18,"","Implementation of section 311 of the Federal Water Pollution Control Act of October 18, 1972, as amended, and the Oil Pollution Act of 1990","Amends: EO 12580, January 23, 1987
Amended by: EO 13286, February 28, 2003; EO 13638, March 15, 2013
Revokes: EO 11735, August 3, 1973; EO      12123, February 26, 1979; EO 12418, May      5, 1983; Memorandum of August 24, 1990
See: 56 FR 54612; EO 13626, September 10, 2012",12777,""
56 FR 55195, ,"","","",Presidential Document,Executive Order,10/25/1991,1991-10-23,"",Civil Justice Reform,"Revoked by: EO 12988 of February 5, 1996
See: 57 FR 3640",12778,""
56 FR 55975, ,"","","",Presidential Document,Executive Order,10/30/1991,1991-10-28,"",Prohibiting certain transactions with respect to Haiti,"Revokes in part: EO 12775, October 4, 1991
Amended by (continued): Notice of September 30, 1992; Notice of September 30, 1994
Revoked in part by: EO 12853, June      30, 1993; EO 12917, May 21, 1994
Revoked by: EO 12932, October 14, 1994
See: Notice of September 30, 1993; EO      12872, October 18, 1993; EO 12914, May      7, 1994; EO 12920, June 10, 1994; EO      12922, June 21, 1994; 59 FR 51066",12779,""
56 FR 56289, ,"","","",Presidential Document,Executive Order,11/04/1991,1991-10-31,"",Federal agency recycling and the Council on Federal Recycling and Procurement Policy,"Revoked by: EO 12873, October 20,      1993",12780,""
56 FR 59203, ,"","","",Presidential Document,Executive Order,11/22/1991,1991-11-20,"","Delegation of functions and authorities, development of requirements and regulations, and correction of title","Amends: EO 854, June 26, 1908
Revokes: EO 11339, March 28, 1967",12781,""
56 FR 59847, ,"","","",Presidential Document,Executive Order,11/25/1991,1991-11-21,"",Amending Executive Order No. 12594,"Amends: EO 12594, April 28, 1987",12782,""
56 FR 65977, ,"","","",Presidential Document,Executive Order,12/19/1991,1991-12-17,"",Extending the President's Council on Rural America,"Amends: EO 12720, July 16, 1990",12783,""
56 FR 66339, ,"","","",Presidential Document,Executive Order,12/23/1991,1991-12-19,"",Delegation of authority regarding the naval petroleum and oil shale reserves,"See: EO 12929, September 29, 1994",12784,""
56 FR 67453, ,"","","",Presidential Document,Executive Order,12/30/1991,1991-12-26,"",Adjustments of certain rates of pay and allowances,"Supersedes: EO 12736, December 12, 1990
Superseded by: EO 12826, December 30, 1992",12786,""
57 FR 2213, ,"","","",Presidential Document,Executive Order,01/21/1992,1992-01-15,"",Defense Economic Adjustment Program,"Amended by: EO 13286, February 28, 2003; EO 13378, May 12, 2005
Supersedes: EO 12049, March 27, 1978",12788,""
57 FR 8717, ,"","","",Presidential Document,Executive Order,03/11/1992,1992-03-09,"",Nuclear Cooperation With EURATOM,"Supersedes: EO 12753, March 8, 1991
Superseded by: EO 12840, March 9,      1993",12791,""
57 FR 10281, ,"","","",Presidential Document,Executive Order,03/25/1992,1992-03-20,"",Continuing the Presidential Service Certificate and the Presidential Service Badge,"Amended by: EO 13286, February 28, 2003
Supersedes: EO 10879, June 1, 1960",12793,""
57 FR 11417, ,"","","",Presidential Document,Executive Order,04/02/1992,1992-03-31,"",Establishing an emergency board to investigate disputes between certain railroads and their employees represented by the International Association of Machinists and Aerospace Workers,"",12794,""
57 FR 11421, ,"","","",Presidential Document,Executive Order,04/02/1992,1992-03-31,"",Establishing an emergency board to investigate a dispute between the Consolidated Rail Corporation and its employees represented by the Brotherhood of Maintenance of Way Employees,"",12795,""
57 FR 11423, ,"","","",Presidential Document,Executive Order,04/02/1992,1992-03-31,"",Establishing an emergency board to investigate disputes between the National Railroad Passenger Corporation and its employees represented by certain labor organizations,"",12796,""
57 FR 11671, ,"","","",Presidential Document,Executive Order,04/07/1992,1992-04-03,"",Review of increases in rates of basic pay for certain employees of the Department of Veterans Affairs and other agencies,"Revokes: EO 12438, August 23, 1983",12797,""
57 FR 12175, ,"","","",Presidential Document,Executive Order,04/08/1992,1992-04-06,"",Waiver under the Trade Act of 1974 with respect to Armenia,"",12798,""
57 FR 12401, ,"","","",Presidential Document,Executive Order,04/09/1992,1992-04-07,"",Navy and Marine Corps Reserve Officer Promotions,"",12799,""
57 FR 12985, ,"","","",Presidential Document,Executive Order,04/14/1992,1992-04-13,"",Notification of employee rights concerning payment of union dues or fees,"Revoked by: EO 12836, February 1,      1993
See: EO 13201, February 17, 2001",12800,""
57 FR 14319, ,"","","",Presidential Document,Executive Order,04/17/1992,1992-04-15,"","Barring overflight, takeoff, and landing of aircraft flying to or from Libya","Revoked by: EO 13357, September 20, 2004",12801,""
57 FR 19063, ,"","","",Presidential Document,Executive Order,05/04/1992,1992-04-30,"",Infrastructure Privatization,"",12803,""
57 FR 19361, ,"","","",Presidential Document,Executive Order,05/05/1992,1992-05-01,"","Providing for the restoration of law and order in the city and county of Los Angeles, and other districts of California","",12804,""
57 FR 20627, ,"","","",Presidential Document,Executive Order,05/14/1992,1992-05-11,"",Integrity and Efficiency in Federal Programs,"Revokes: EO 12625, January 27, 1988
See EO 12993, March 21, 1996",12805,""
57 FR 21589, ,"","","",Presidential Document,Executive Order,05/21/1992,1992-05-19,"",Establishment of a Fetal Tissue Bank,Revoked by: Pub.L. 103-43 (107 Stat. 133),12806,""
57 FR 23133, ,"","","",Presidential Document,Executive Order,06/01/1992,1992-05-24,"",Interdiction of illegal aliens,"Amended by: EO 13286, February 28, 2003
Revokes: EO 12324, September 29,      1981",12807,""
57 FR 23299, ,"","","",Presidential Document,Executive Order,06/02/1992,1992-05-30,"",Blocking Yugoslav Government Property and Property of the Governments of Serbia and Montenegro,"Amended by (continued): Notice, May 25, 1993; Notice, May 25, 1994; Notice May 24, 1996 Notice, May 28, 1997
See: EO 12381, January 15, 1993; EO      12846, April 25, 1993; EO 12934, October      25, 1994; Presidential Determination No. 96-7 of December 27, 1995; Notice      of May 25, 2000; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003",12808,""
57 FR 23925, ,"","","",Presidential Document,Executive Order,06/05/1992,1992-06-03,"","Waiver Under the Trade Act of 1974 With Respect to Albania, Azerbaijan, Georgia, Kazakhstan, Moldova, Ukraine, and Uzbekistan","",12809,""
57 FR 42483, ,"","","",Presidential Document,Executive Order,09/14/1992,1992-09-10,"",Additions to level IV of the Executive Schedule for members of the Chemical Safety and Hazard Investigation Board,"",12814,""
57 FR 45709, ,"","","",Presidential Document,Executive Order,10/05/1992,1992-09-30,"",Extending the President's Commission on Management of the Agency for International Development (AID) Programs,"Amends: EO 12813, August 4, 1992",12815,""
57 FR 47562, ,"","","",Presidential Document,Executive Order,10/19/1992,1992-10-14,"",Management Improvement in the Federal Government,"Revokes: EO 12479, May 24, 1984
Revoked by: EO 13048, June 10, 1997",12816,""
57 FR 48433, ,"","","",Presidential Document,Executive Order,10/23/1992,1992-10-21,"",Transfer of Certain Iraqi Government Assets Held by Domestic Banks,"Revoked by: EO 13350, July 29, 2004",12817,""
57 FR 48713, ,"","","",Presidential Document,Executive Order,10/28/1992,1992-10-23,"",Open Bidding on Federal and Federally Funded Construction Projects,"Revoked by: EO 12836, February 1,      1993
See: EO 13202, February 17, 2001",12818,""
57 FR 49369, ,"","","",Presidential Document,Executive Order,10/30/1992,1992-10-28,"",Establishing a Presidential Youth Award for Community Service,"",12819,""
57 FR 57645, ,"","","",Presidential Document,Executive Order,12/07/1992,1992-12-03,"",Amendments to Executive Order No. 12757 - Implementation of the Enterprise for the Americas Initiative,"Amends: EO 12757, March 19, 1991
See: EO 13028, December 3, 1996; EO      13131, July 22, 1999
Revoked by: EO 13345, July 8, 2004",12823,""
57 FR 58121, ,"","","",Presidential Document,Executive Order,12/09/1992,1992-12-07,"",Establishing the Transportation Distinguished Service Medal,"Amended by: EO 13286, February 28, 2003; EO 13569, April 5, 2011",12824,""
57 FR 62909, ,"","","",Presidential Document,Executive Order,12/31/1992,1992-12-30,"",Adjustments of certain rates of pay and allowances,"Supersedes: EO 12786, December 26, 1991
Superseded in part by: EO 12886,      December 23, 1993
Superseded by: EO 12944, December 28, 1994
See: Memorandum, December 1, 1993; 59 FR 2216",12826,""
58 FR 211, ,"","","",Presidential Document,Executive Order,01/04/1993,1992-12-30,"",Amendment to Executive Order No. 12792,"Amends: EO 12792, March 12, 1992",12827,""
